	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample30	Sample31	Sample32	Sample33	Sample34	Sample35	Sample36	Sample37	Sample38	Sample39	Sample40	Sample41	Sample42	Sample43	Sample44	Sample45	Sample46	Sample47	Sample48	Sample49	Sample50	Sample51	Sample52	Sample53	Sample54	Sample55	Sample56	Sample57	Sample58	Sample59	Sample60	Sample61	Sample62	Sample63	Sample64	Sample65	Sample66	Sample67	Sample68	Sample69	Sample70	Sample71	Sample72	Sample73	Sample74	Sample75	Sample76	Sample77	Sample78	Sample79	Sample80
Gene11	3.9696723328953	6.580140710533	6.09639298980395	2.93009141216791	4.01461711214363	6.74394604407488	5.96150452642823	3.38256700879858	3.76513139356451	6.62919496830467	5.91358566118889	3.46336044413291	3.70354036268977	6.74913164763279	5.91129559719958	3.34529280470867	4.07354521511248	6.58811291889645	6.16672004584618	3.42138621998235	4.01415882576813	6.76495242090939	6.25160677485153	3.32016586211673	3.76844735432307	6.62505943016398	6.06946744375938	3.22256108983674	3.85812007150125	6.88320366250267	6.0047924516631	3.30811727025903	4.21968400287677	6.62205566926565	6.11786320648409	3.37429533086108	3.95442771290485	6.64463963230491	6.16529261529981	3.11944897895295	3.77037155238754	7.08353277295446	5.98249612282018	3.2423338402247	4.21367445621781	6.84367953958603	5.98385839530138	3.22799671613551	3.6988568291326	6.61114804069459	6.15465054644996	3.32942952920092	3.92348822200204	6.70516247313651	6.10483460139681	3.19610005152831	4.00088187173762	6.70291550238254	5.85799079660706	3.13942520852913	4.0944226812203	6.93710618352859	6.05542994156444	3.28818635129356	4.09608781961398	6.62507902702084	6.13073187739651	3.48564222205595	3.94503670075072	6.56114525481942	6.07955041138775	3.33482646933861	3.96948764224518	6.63894944920936	5.99416814117627	3.47392101757207	3.99573913430131	6.8789574814564	6.20538990702879	3.32314282047877
Gene12	5.24046739349639	7.11102822881097	4.91967731613968	3.00030416049133	5.29498624975176	6.76156543025994	4.63560687169265	3.03750640762914	5.00089251348387	6.96749779271434	4.86969027847605	2.80219414078892	5.1823774607987	6.9283452860497	4.96654527651546	3.11004001195015	4.98227848185584	6.85658281117552	4.84393917500182	2.82752950320736	5.23891040689952	6.72471128563522	4.85075567187748	2.71352839031076	5.16368577320017	7.16519287651433	4.67473795899828	3.03812159349001	4.97879503683784	7.22729139794028	4.93349990640561	2.87156550593531	5.12581557956915	6.92208888427094	4.74397676549514	2.96515060796466	4.99994719525931	6.97564213080801	4.88976160472	2.52850042339689	5.07847757304375	6.90193925988289	4.56681064949215	2.99565637260423	5.29562706030885	7.00509902020197	5.02521434976532	3.18208835955648	5.29327978139826	7.16375258411823	4.8547734779257	3.11661992806257	5.28412045176932	6.96930515166079	4.72465139551262	2.80863033015895	5.62886294336911	7.05793328224656	4.88566270472635	3.04953193039708	5.11487759626607	6.90058777585925	4.99545920527179	3.09253415352554	5.1377602008629	6.946273788937	4.86951662850884	2.80176511523229	5.32624154968819	7.07929306357568	4.65660384125461	2.8860565350336	5.29818354070874	7.114896323075	4.95149872193887	3.01874980725138	5.05899041894133	6.9549803032855	4.85984997723298	3.09550525238858
Gene13	4.5219609542808	7.31808740058685	4.99708930227088	2.99816869426174	4.84581961337224	6.53920530055316	5.1410357780823	3.07801903066317	4.82662566565623	6.74345070727131	5.18365806550585	3.1745875516679	4.93244843364411	6.92512025772536	5.24005908028169	3.04449835207282	4.7403010049199	7.19356119877633	4.92672044717757	2.98244837051125	4.84103932699225	7.26373561091152	4.90893531656494	3.00186523701694	4.93549014062486	6.68732130089209	5.08157043529526	2.97395564656862	4.85354444531204	7.04971506432474	5.0492296233147	3.03847862248572	5.11523369034005	6.90945713580504	5.2350425893989	3.13387178704288	4.78297734767775	7.10261515405515	5.12197324965498	3.02325837694254	5.14855757114354	7.08548665486823	5.30696168704368	3.23390844150551	4.87753899181945	7.14901672878294	5.06939088326119	3.30646487565183	4.90840973126236	6.92903214537733	4.97222103189958	3.13394982128213	4.51962155219157	6.83369727053881	5.418232095141	2.87555526152765	5.01238965080857	6.89048340233696	5.24366660586368	2.94199124018373	5.14325103553187	7.29324308164763	5.05316555168291	3.0158917810761	4.88677492679586	6.84743377661299	4.79112153142123	3.02945104405404	4.79277536310914	6.81026062261348	5.16634970801215	3.02116549856682	5.00041346194238	7.06538648164113	5.11644050935949	3.1738420839963	4.93671310365839	7.13548998683733	5.11220032189729	3.02831317630381
Gene14	5.95683560550139	6.70903602497192	3.93270876695147	3.24688279302781	5.98607730898098	6.75256389681874	3.91095521525295	3.24250799780846	5.95216638812077	6.73786909457138	3.94721204040421	3.35431719193084	5.96762796971768	6.69770106169885	4.01746974086839	3.27718830477174	5.79677337491918	6.71722922474269	4.01952663515064	3.10645938295951	5.80898398625402	6.80129324582114	4.04313139334843	3.18752860213078	6.04858958824083	6.61711604691675	4.00421836429758	3.29882284396498	5.68331565687456	6.78852083440888	4.04676665420337	2.90130095232033	6.06309663162519	6.67116065721259	3.82312118335507	3.47889402555891	5.90333175654673	6.53247229595515	4.03928449467715	3.35996240126042	6.05837182770231	6.91048496109096	4.03198793664148	3.17552253510403	5.95816183791651	7.10085215235199	4.13232295521886	3.06004093938176	5.90067581546067	6.8358178823079	4.29615674332356	3.32795197773224	5.99847266576352	6.80076729534225	4.04679003854236	3.29106839029256	6.12532858903414	6.68936927864565	4.1467266188334	3.445973091184	6.07237995491547	6.71416445339632	4.11550717757399	3.14010615815022	5.88571704128023	6.4708582401472	4.0040548662332	3.49469960958534	6.05960237980381	6.85721674677695	4.03221966342336	3.04242602990207	5.97405752978587	6.74054187495071	4.24414531332696	3.28915801934971	5.80474612099158	6.86801404905118	4.05974453537316	3.27002973066888
Gene15	4.4600101406819	3.39400511242083	5.57752347313096	6.96117012069957	4.25064792196855	3.02226756268442	5.50124099339657	6.70647140473107	4.55267816711749	3.00034197875046	5.17028652659667	6.77608268913593	4.60040800495779	3.03304125660385	5.42350254882913	7.29155545773823	4.75125970197606	3.25795514116717	5.63884425882999	6.70310698431797	4.5020282427216	3.0782621891999	5.37080489738162	6.8078396760201	4.6853607208305	3.12447467412965	5.43889640199344	7.17328145618735	4.74384408535119	2.84066794568407	5.50876763856433	6.87584952337372	4.68081924250415	2.99215113720999	5.38042117346702	7.01438483584432	4.49657098191914	3.08787552719395	5.58692489523078	6.86211956478433	4.54438637778061	3.19924959862618	5.37797862324308	6.88878611828928	4.79703683786756	3.00908634086378	5.65162981026185	6.87503008102027	4.46641612802144	3.09465490489099	5.19048997414234	6.9118504416839	4.45121244082437	3.06041000594314	5.381634832024	7.19821694432555	4.4278000151276	3.14700003643254	5.24890333694978	7.00720509383183	4.47700532270412	2.7694023502648	5.32685534467467	7.0074720946358	4.64203687519687	2.83001982827727	5.75505915565698	6.82632579118524	4.44422476867455	3.00391385996945	5.51554809415596	6.93413624287091	4.65834655652315	3.20086800889295	5.33710521650275	7.03160523509122	4.35282084493877	2.89943803096017	5.61532262121441	7.05840507598073
Gene16	5.5344128669119	3.01748182942655	4.23211502510594	6.69246436889933	5.7408783557116	3.04974052129023	4.30085433598827	6.89334056521875	5.85028024002431	3.0733138653571	4.3544017703931	6.9614774315284	5.64719556231763	2.91847791687174	4.52483298087355	6.66293361048649	5.50617913793435	3.30170161247143	4.25540294226512	7.05775149151825	5.57292280624541	2.94845301293665	4.34959390470884	6.82134935042983	5.74855995997122	3.08416174184148	4.43412317898882	6.74296039978324	5.66818015843592	3.1454182814912	4.38419066337179	6.85765651100124	5.78010751781114	3.32176365779331	4.32919393575656	7.02950295854407	5.56840544881533	2.77183474950623	4.41253664163008	6.96467852698073	5.40217684022111	3.12313138690642	4.29234198786637	6.84540673565887	5.47113482997046	3.08727141311631	4.49830208596472	6.89227866866025	5.77915455547204	3.05692613529432	4.62457495699509	6.99494563006997	5.55055612990986	3.02572703886865	4.0451422106925	6.89161915892265	5.69052461218605	2.85721227109767	4.29170715526716	6.97717410418627	5.51331002091522	3.00269970995193	4.3357031305465	6.87082906462848	5.91768632669373	3.19753926773576	4.36668493290243	6.61145614011758	5.40256399562529	3.25373022970326	4.4753126980392	6.81842653001057	5.77405573147603	3.28722672430611	4.34547149568151	7.0162045093198	5.78417259284679	3.10698588863338	4.57029794352982	6.85643902779886
Gene17	6.15283680623254	3.56868299357466	3.81469684508366	6.44157533811284	6.30277923763554	3.18263280877344	3.67934197954625	6.52693466165257	6.00096554986938	3.14445470395504	3.55548473369014	6.65501844768288	6.15171623305501	3.22586448127805	3.59326742749332	6.60180910213043	6.14416606375081	3.34924073971511	3.8577593503385	6.64573177766479	6.18193027300441	3.44765033160563	4.03600989756959	6.73800834884765	6.19371715642222	3.3570607042633	4.10120800664043	6.47985835104935	6.13626641065388	3.25283167288515	3.48377673095499	6.65737905257801	6.04474564617191	3.18836156806992	3.81105069048107	6.60823451216203	6.2784897977534	3.51435140788541	3.93909489807517	6.56379522248582	5.98756236825115	3.50056067588836	3.67125742508317	6.85633124473899	6.44915948474907	3.21981108115245	3.71658787297834	6.45092058918583	6.23649360613743	3.16408806121546	4.23761317639316	6.37634005616815	5.84605148697088	3.39499218055643	3.7965829573365	6.45504248948831	6.40828310875717	3.45991548414615	3.93898835864394	6.69956515908469	6.22785362044663	3.29583391987858	4.03764230294035	6.60101626384354	6.20533331825367	3.29466595829403	4.03277101549829	6.77211716280201	5.95354964500605	3.21117997048973	3.62311425070167	6.39200759115471	6.2676784745469	3.54320764132502	3.94077694657921	6.45206150007806	6.12896534155008	3.26539911621255	3.69557232207316	6.70557148740069
Gene18	3.09494377666903	5.26814637938369	7.19515367984563	4.79605709475633	2.85146092563368	5.33560850866561	6.80915576672632	4.77414352163464	2.8902353621131	5.18898991830487	7.05901035492404	4.61532373249805	3.09809115654378	5.35686358216304	7.05861081364486	4.5522368623862	3.00836212877018	5.14146789544902	6.95414412784886	4.82607313600787	3.17517385102834	5.23483159617862	6.75421312030156	4.53709506140679	2.93645243168137	5.51067307270253	7.1453947901242	4.71420252208902	3.18684310952006	5.18047369426072	7.00333345112347	4.61799659724729	2.96395311092467	4.93859559414936	6.77380124327039	4.7189308345145	3.2591512342292	5.22766174053726	7.01060847505069	4.384138116249	3.08843835445001	5.2387941644912	7.11589201283074	4.95036958137177	3.116156699777	5.17279070604386	6.82122755193062	4.89649811763174	3.36259958109566	5.18175816785025	6.89353983750426	4.63772758333608	2.85667521796506	5.33181509702683	6.93295420599854	4.8579381481443	3.14221757648352	5.20893959829068	7.29683382319002	4.93064397804303	3.09302678534002	5.00468295407024	7.05120875932261	4.76468301405455	2.89511848767917	5.50827115970495	7.09843356742612	4.50641570235481	2.85481380515819	5.42854700453533	6.7000792837763	4.74973971054168	3.06914594326224	5.20692074480712	7.02693620838478	4.70145805192373	3.01346498879788	5.28472298613024	7.08235419520434	4.88905152001597
Gene19	4.40220257224893	3.18557597423068	5.78782637593574	7.03629136059818	4.34192840520603	3.33493528341203	5.85289055991334	7.10652821169934	4.28855964728156	3.02925390803149	5.60958522954955	7.06361013553982	4.28610743500125	3.18316767731447	5.44616480398858	6.97624900300576	4.52199559039883	2.97743493087951	5.58453004407253	6.8934776077619	4.11653786833965	3.42167562608984	5.63096222067318	6.72645506388168	4.3729910039078	3.14503188139011	5.79971059914107	7.01580613484685	4.09132459298553	2.97003101676762	5.52832072374204	6.81971293871849	4.3938267187677	3.02872987725508	5.55089231664639	7.1641454001301	4.44683643102962	2.98091325545494	5.63482396999297	6.94757240733301	4.39938407952751	3.1540562653483	5.73665378325986	6.92050058838496	4.38728906179047	3.32800807938743	5.94927454660951	6.7478039664186	4.28946308238428	3.11786425555642	5.89525943658094	6.87493879425138	4.24751648268459	3.26461070092835	5.57240015428142	6.72250182231311	4.19073830248215	3.03648168011982	5.84697665359373	6.69549139705593	4.1403414686465	2.88648800668717	5.79186771871445	6.95042205205155	4.26686868140257	3.20633034631784	5.77133335443827	6.66871266490017	4.30887625091265	3.18542989009274	5.77093218854132	6.85569838739804	3.97240009103056	3.16659397145427	5.6384276415883	6.96961832565067	4.54536920158194	3.03155406592142	5.73804447813263	6.64843930709355
Gene20	6.18515818560967	3.59735026259827	3.64275617266941	6.38443023563212	6.0875403093674	3.82669042096004	3.68259021781406	6.18167008656128	6.48094358137493	3.54462898129871	3.6398640659079	6.59363376513947	6.26430089247793	3.7199855090968	4.07945013259808	6.6328837167374	6.23985960913912	3.52143456013277	3.76791246941775	6.68176924213952	6.61143154825183	3.32398422891186	3.49766145515461	6.56351179103471	6.00926025829876	3.23928355867312	3.95067161400855	6.34619623834947	6.30337088526607	3.27680397380764	4.02320547713593	6.77529314156182	6.32189637189078	3.45882391309719	3.61095705785517	6.43688962751346	6.14850820035014	3.32051378775527	3.63524470412615	6.69022128282078	6.36081800677203	3.55576746205251	3.6697990618366	6.58702793508378	6.12135830007184	3.5235597217934	3.84715330787676	6.75042922417223	6.25124694570905	3.64254068287532	3.98213661846625	6.68032378620719	6.33171560809202	3.37142858933429	3.6764984670757	6.43124964326323	6.37305187370402	3.38710862416934	3.50322663612708	6.65272463223486	6.34420195830685	3.52063039748216	3.75398674960184	6.4948973920455	6.302367707393	3.54662614795441	3.83142702825235	6.54388720085043	6.39771176768872	3.11180964593132	3.2947830851084	6.32283722027431	6.06588105452123	3.33081810850936	3.74385204020785	6.57383030820673	6.11099038898737	3.48471842315152	3.5978983730758	6.55548449816333
