	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample30	Sample31	Sample32	Sample33	Sample34	Sample35	Sample36	Sample37	Sample38	Sample39	Sample40	Sample41	Sample42	Sample43	Sample44	Sample45	Sample46	Sample47	Sample48	Sample49	Sample50	Sample51	Sample52	Sample53	Sample54	Sample55	Sample56	Sample57	Sample58	Sample59	Sample60	Sample61	Sample62	Sample63	Sample64	Sample65	Sample66	Sample67	Sample68	Sample69	Sample70	Sample71	Sample72	Sample73	Sample74	Sample75	Sample76	Sample77	Sample78	Sample79	Sample80
Gene11	4.36532504208373	7.00249743040546	5.73814274973965	3.1523563691147	4.4727906490712	6.93884771745434	5.67272332237198	3.02388408020353	4.41058710566598	6.7817204686513	5.65986785975884	3.05644588389978	4.32124380752719	6.7722015965335	5.62890197728916	3.06965897759244	4.16968108944974	7.12203731145872	5.6123211555429	2.93126785708826	4.41028156505942	7.16214943148994	5.73531958595772	3.10677395566622	4.57811253109541	6.78126203296236	5.54501792540843	3.20838287465859	4.47743427254975	6.94527288947728	5.52370023500235	3.21435381807961	4.46865064352021	6.85263111769698	5.63647836504802	3.15646336186094	4.45648072166846	6.8848738172029	5.61307221401936	2.91656988347857	4.39839637894204	6.92719540338145	5.91149947378965	2.69588925351317	4.51408678771813	6.82392217434464	5.69549205915775	2.80990902821146	4.49188442131121	7.26829015372828	5.66112319682898	3.15435039345089	4.42355502870105	6.76665320536912	5.72587838040421	3.15951197542823	4.23220640784807	6.76999319408371	5.62996488680489	3.34687021309838	4.56003362361078	6.912206773242	5.69372056382599	3.29656531770512	4.38482025129841	6.96017083651271	5.84826483994853	2.77989920998104	4.31694928444574	6.87878688376725	5.58391125811374	3.11207066357275	4.26102330221932	6.8837838002591	5.46337959457441	3.2840453463975	4.27057618482508	6.95691154368242	5.50869766466777	3.15962615692635
Gene12	6.82507487448532	4.14072455897541	3.1312510607138	5.82626220285152	6.4482432248793	3.97480705257133	3.30477223941708	5.54495613093015	6.52015793414852	4.23741393771759	3.28257815974966	5.73941567760688	6.90528003657458	4.01663320965078	3.03874174364547	6.00124534083829	7.0248116071407	4.0759033084109	3.16508803902614	5.9214550494769	6.90366404522506	4.1459311434122	3.12252691702368	5.80839821723029	6.97356955270291	4.06268055643215	3.06195231005357	5.73514093184572	6.8821234168125	4.28302194264218	2.92811823348315	5.74063552398698	6.89154324901051	3.93200387635975	2.99993491303216	5.43754593681112	6.82536011943226	3.9646127513492	3.26474559458818	5.82743556590507	6.71967015832157	4.33473877792161	3.31173749886865	5.70053940924747	6.9069653756378	4.20825191153471	3.00554544972089	5.77947245589706	6.88401468612751	4.18341090620929	3.20014058325781	5.72627435153252	6.78986699885751	4.30401974891749	2.90037023474925	5.93008654057901	6.71207537853195	4.41360151907005	3.17000112901514	5.72279737874274	6.83248938855962	4.36849544505199	3.24097465037138	5.92313591841483	7.06441300863245	4.13416988971447	3.00064525318625	5.84484069548002	6.61497076619129	4.1258553320278	3.00982547818986	5.99045999746184	6.9928292464964	4.13378246300028	3.13084784365806	6.04848921036796	7.00034647166192	4.41802836857563	3.37925392150073	5.90791561237349
Gene13	7.14983027351491	4.57122606520552	3.17384876956625	5.22544175347901	7.05297808911958	4.94658675922422	3.03875435249477	5.43078796110712	6.72645992525115	4.81069911817106	2.95609168071195	5.24501588344171	6.94407452688	4.76462760980337	2.93111129377154	5.36962359410444	6.99777437895095	4.73355208224678	3.04997961538155	5.10662757407225	6.94596408451183	4.99860785745834	2.79442712937229	5.33656897358025	7.35365574935056	4.69809998814787	3.17651984193082	4.96348808273986	6.91097017210627	4.99614960950337	3.19583095957765	5.55389680763617	7.17284790680459	4.79419639725391	2.87771775575909	5.17564321878991	7.11977261354641	4.92126527681342	3.27451445718674	5.12009710396247	6.57361324367966	4.65703465640472	2.91233307968358	5.08397910335272	7.01392464373631	4.73722523695664	2.95847608149326	5.21314416017844	6.84154796310731	4.94171933028192	2.90882356882643	5.28983368751365	6.88302437681289	4.83692639201267	3.09209195967979	5.11111359098878	6.95170096998273	4.85294558740143	3.02015606006733	5.01418421622682	6.90849743355642	4.76322396852347	2.91584472062878	5.20396158051356	7.14452562517052	4.67126599484437	3.29141276980053	5.37861210840958	6.9691599174136	4.66354312335769	3.15183773861996	5.27846091483989	7.25562833544309	4.49915909517928	2.78098854659696	5.01856819373576	6.84896568350182	4.6557274596686	3.20777186276584	5.08817114569765
Gene14	5.17330283633226	2.90509117381465	4.90087247955636	6.92601490905306	5.01370337543345	3.1418199066137	5.05897108372822	7.12387150745647	4.97550682429169	3.25364998708399	4.90843770146395	7.10807735372321	4.78133480559185	3.08714328929915	5.23866454471911	6.94815726496111	4.96340654300532	2.96214092771946	5.2098530954198	7.11580443653728	4.81226243285848	3.15502160316771	5.13134840939422	6.87477571456315	5.07900630236562	3.20059157197527	5.01280374932103	6.95303688758017	5.03017347745729	3.09943906461637	4.92684749459266	6.80116341061514	5.07214484063646	3.20356861661253	4.84393425020959	6.97129795054243	5.04600682102352	2.74738253133857	5.01619658196541	7.29844355447412	5.00539549829636	2.89611733185356	4.745895721884	7.00270085414028	4.83802430043448	2.92576608427201	4.81136028413335	6.94022845907247	5.11267265719237	2.88005110089276	4.97516425460655	6.96172438142635	5.16352356353483	3.09748225259782	4.96660865986634	7.20313946380096	4.79387463258627	3.07689259575774	4.82438412828355	7.16037627252821	4.96555339340504	3.24514397657001	5.05164129813201	7.02887664191482	5.03911145342656	2.9623594160356	5.07730340353185	6.85753791788827	5.17136906113334	3.16697466236746	5.03713307610544	7.27427699480905	4.78702061356589	3.02729298620109	5.31653170120212	6.62764978735436	5.06969846125764	2.90320177986622	5.25103896449116	6.85787588379939
Gene15	6.9148782619925	4.49790532890173	3.2256828152443	5.49849298704233	6.85169173169878	4.53225486613578	3.08735820709235	5.75080960614084	6.9408940647094	4.29841914649225	3.17770703131698	5.56679811891709	6.9278509071715	4.51700731405236	3.04811073245025	5.60664778963505	6.87885342803765	4.59944318502708	2.74651607177297	5.63832185624521	7.14220496050492	4.34728354788807	2.98084168595595	5.60917183513648	6.82748970773337	4.40377201966705	3.0682289811739	5.72276841860954	6.85649634318525	4.23279986785637	3.18445099335096	5.38101343687526	6.96809352137115	4.42923828236224	2.9325613738192	5.57235104528693	6.96215237837743	4.26927230533522	2.99055168581065	5.53152544349167	6.87580846745566	4.58722396148086	3.23240821550829	5.59588985768974	7.052916059374	4.40100031839037	2.95700869837818	5.79477923582409	6.68400811351994	4.43459116052381	3.19774637470104	5.14978462421732	7.19465565441771	4.2175768192943	3.375469954912	5.43391650313265	6.92718648512958	4.71600058454503	3.12931464819197	5.6108556869379	7.02675288699544	4.44193407776632	3.03534206880803	5.68923104314855	6.91594697244227	4.45270105904757	2.98877383835198	5.38576331724003	7.11305677503677	4.3803699384885	2.92781727105104	5.55088627846456	6.8689935984159	4.41363194983608	3.02576099306159	5.41449718613711	7.00926355975755	4.54278475823717	3.079808148076	5.60021977812014
Gene16	2.96038296757474	4.73574356201279	7.09652907888178	5.13823107810229	3.10595914277919	4.84413765453588	6.91045162786334	5.13337798264185	2.88889065757484	4.8367605611319	7.0724553511484	5.08858118048543	3.01007488715197	4.99634750909164	6.9444400395765	4.94413569178654	2.68394880263616	4.9690488083945	6.9402765507599	5.16282938416539	2.82053390684641	5.09296690306691	7.11897618433059	4.79678135825351	3.11229681070099	4.93679492698602	7.10881233186791	5.4693685744055	2.93445465960119	5.0717692012022	6.86312381854702	4.77301863357688	3.00455597865831	4.80508449693223	6.94037952747077	5.06044322830633	3.35841762140508	5.12094804330735	6.81816296229535	5.17173921598619	3.03307604218279	4.99549080202353	6.93451860042253	5.26488191512547	3.02457013397327	4.82640824336621	6.82342227548891	5.29696594322857	3.01489229245837	4.85151299049097	7.29442390618824	5.06545194790434	3.26958674192888	5.17914126048479	7.27714442049574	4.86894456657787	2.79019098993315	4.74759936326023	6.87085103716207	5.01843361888889	3.1212563593111	4.9916099046307	6.78349946949607	4.7979886099893	3.02624624454665	4.76907022691266	6.90000060483078	5.2944338399489	2.71094263802762	5.00843419547677	6.83627245268737	5.46252588032137	3.18342927683894	4.95478994578743	7.00485470327269	5.00957427936078	3.19051184265647	5.26281601264625	6.8023710705907	4.91505644325257
Gene17	4.09706017703503	6.57942205037978	6.32424037606909	3.39545389846641	4.02079159561705	6.46855724277992	6.25871070329428	3.10380926221964	4.0899362851475	6.6545862364866	6.06154678658507	3.42790672022258	3.83099217726432	6.73643221758021	5.89098152961984	3.50924806682929	3.89000187127353	6.58917550600301	6.20365569085921	3.44399415652321	3.75262410915523	6.81264521879433	6.15605036199715	3.18364566290328	3.89813259979494	6.86452535682316	6.06651268178139	2.92682856000456	3.58162515269729	6.79803954487632	6.14559037158758	3.18329496140264	3.91541701705003	7.10725958403987	6.04811883681418	3.22015697151312	3.88833210841681	6.80218494214177	6.26576094802067	3.17125651513743	3.92637292470142	6.7370879946686	5.76445592813307	3.37638964392619	3.9591332081968	6.39522632774433	6.16540500653538	3.57889585904691	4.02299355170845	6.511931771983	5.95773131654782	3.46445528024603	3.72018305308525	6.83774591943459	6.3416177349573	3.23919799555258	3.88938014503063	6.76485744024075	6.14278495056095	3.39062865214307	3.74276294084559	6.71376165572242	6.14981897133594	3.39334385404393	3.90875592784119	6.81630744301536	5.7906882310437	3.17088675795277	3.82896706709651	6.7270054946614	5.9033605590202	3.0678466679652	3.87821765002324	6.41155632399337	6.03412527407824	3.44454306229997	4.01762512466127	6.59484165426149	6.22559801776198	3.43101564511421
Gene18	3.98904255577981	6.48354657516096	5.69897194000924	3.24827104045449	4.16036448227921	6.88661188975761	6.0381456229658	3.33039520647044	4.1654408643772	6.81674126010242	6.16146859951464	3.3722929793636	3.87451115908362	6.57578087559321	5.86502754289596	3.34134403117621	3.89727873381899	6.77634974221862	6.02751147314237	3.37294385270645	4.13655279958697	6.84919560817678	5.85845352811997	3.41102256927637	4.05012711092395	6.7091532937215	5.93898567131194	3.47817941076645	4.19064908983646	6.83435256097931	6.04238807517958	3.33858775936123	4.21417741891075	6.81438347145263	5.8875080752907	3.37150033800905	4.09318639016941	6.65981703974687	5.91390670334756	2.79001443589927	4.01095310668192	7.04585736049166	5.71503913819248	3.49443739093562	4.36544172717779	6.71382302588025	5.92347184205077	3.38230180122713	3.75287813257365	6.50626505027168	5.79995846927517	3.34745529876476	4.09955653543279	6.7866363033703	5.8645256866842	3.11727033342738	3.81315114501899	6.75810182935495	5.97766515230962	3.37767401380934	3.81637996652764	6.66998041364143	5.66871426982144	3.10948116269308	3.81697511645337	6.78175743407335	5.84487688282787	3.44948045309571	4.29745222773719	6.7346307298411	6.01823005155934	3.18059431596903	4.09194535328925	6.6241903215097	6.07765803066792	3.22932174979416	4.07590009793531	6.50071057136128	5.87937147358008	3.0147487716148
Gene19	7.18689162871026	5.47987737082362	3.0437272426269	4.34972047078318	6.82352974700344	5.69788432374462	3.06007694418578	4.46862856345948	6.96976330532039	5.61678925948581	2.80914838312334	4.26820867998155	6.94739902873846	5.36533184172858	3.16020986011613	4.4308459160473	6.94813246502802	5.72846317068944	3.15706825064419	4.38356733748142	6.78218475159843	5.5685711404268	3.34243889730349	4.3677666528663	6.94104040485832	5.73839940224233	3.39199310609719	4.34456417341463	6.98699441542249	5.58431415275254	3.0656312112328	4.6597710811975	7.11825742296658	5.63587170856613	3.02439616627706	4.44859830817215	6.97979165508076	5.41701913704222	3.23520797027755	4.34708416382917	6.82470480536779	5.60943410471041	3.0557584590016	4.49451104934407	6.85932208395491	5.83257032823061	3.01441404498239	4.30543471526052	7.01271451676692	5.7692275325627	2.96318192500726	4.42343739872582	6.71232700923787	5.55663075448395	3.35410788279789	4.37311494779147	6.63259201428068	5.33007262860395	3.17538213675985	4.59808946754269	6.85683388108841	5.49789921484018	2.99433518870788	4.35760405452976	6.77654010219182	5.43293693882086	2.9975599058171	4.6085934448312	6.75875756368631	5.4365549596579	3.11681539564997	4.25131191912677	6.75092293297168	5.99712974511563	2.99994470556274	4.1845455726909	6.82945147842352	5.6193399495919	3.5144713251148	4.55972801805552
Gene20	3.31471498934971	4.69794555090008	6.79268654731667	5.42263694095651	2.93038223571457	4.70701814235968	6.95595858502781	5.53116836217735	2.97683862047294	4.53136717692246	6.71760433351839	5.30303098512848	3.04511709635998	4.72530502335031	6.741255472489	5.55238003920656	3.1904001178832	4.55944549316192	7.01978647793273	5.52006866798879	2.83715303886733	4.58416372932278	6.98650463634535	5.71031791902566	3.17522348237967	4.44725273449454	6.95015418260557	5.42888257652317	3.11353388047307	4.61452275792107	6.84882595115792	5.6499272746059	3.06920885760183	4.6239620708831	6.91490862603111	5.40094151370404	2.86201261447469	4.64260800571066	7.16272702637998	5.33788545462509	3.02442205673905	4.39904695085809	6.9854971628806	5.59157503790444	2.94032012270381	4.35780898205103	7.04707689685648	5.26098423984929	3.0089142575107	4.36987537121504	7.28018043883951	5.30345007988376	3.05652740023066	4.46790794289425	6.75093296472332	5.47315297913398	3.0152106032483	4.52692550068034	6.91738508851095	5.58236123020228	3.21842547632404	4.49108392724237	6.99717012484685	5.47440448232484	3.16567439751447	4.65995491214875	6.96742112763491	5.60444742813047	2.99849988906093	4.1982680298364	6.78247438171509	5.17608789961629	3.15262370473773	4.46708359799156	7.01099154734471	5.49113772553	3.01808432019934	4.55558882135754	6.78490209772757	5.53765029378289
