CycID	Sample5	Sample6	Sample7	Sample8
41	6.23864676817115	6.48667381673307	3.46592167767612	3.38994182811969
42	3.95336192862496	3.21092795249459	5.99905318934782	6.36414348427856
43	7.13050275526402	4.34257746651531	3.05498690362741	5.50411809796561
44	6.64674117827633	5.76650783524135	3.22193303514531	4.07653429321292
45	2.83898180940995	4.83151812067103	7.14510449219394	5.27860791746729
46	3.08226761644444	4.97256064215291	7.08188147433256	4.77765655589174
47	6.52724265705351	3.65719938917442	3.68905462724242	6.3975340653137
48	5.48384556856975	7.08214952136051	4.71433288392626	2.91486591508227
49	3.14751489805472	4.75484502547679	7.18658671750195	5.06795026639587
50	5.94812306980479	7.00477488880713	4.3373938851408	2.93033020679442
51	3.7200953609068	6.67064008570051	6.03527691293771	3.31096204269166
52	3.54488634122317	3.72944971477671	6.48187396323915	6.07670317789402
53	3.04699159770574	4.39286448561066	6.77527352900378	5.85445297622788
54	2.98048922109161	4.36386027386763	7.06698765459821	5.71472799382902
55	6.53841002388379	3.85722147229355	3.46537056756549	6.45620546831085
56	3.36106564368031	4.97472278894242	6.91101301718632	4.93287351990995
57	5.33829289797736	6.88629533519659	4.72781147885556	3.13167738538164
58	6.53336193711535	4.22822092019121	2.89776492268012	5.5524844147216
59	3.59112341449011	6.06817638280635	6.61269461888241	3.89580653360186
60	3.4430796016629	5.97217151094948	6.89236055621807	3.84292992082677
61	3.24423299605402	5.71860703996631	6.64865058270984	4.24328760049004
62	4.37183425226081	6.78959598625816	6.13631762446936	3.11907761532419
63	5.18084275090877	6.97001623560533	4.87742692577087	2.68835321015095
64	7.16364035431214	4.89483238769585	2.98824636505404	4.80022257878227
65	6.67293559353769	4.4882223326375	2.87339042540294	5.29369120087472
66	5.85661317896797	3.27560383135905	4.42310694502504	6.95520205542876
67	5.8915054736526	3.02820739695617	4.41019509388498	6.81873521539008
68	3.14478115544878	5.71398621529603	6.72559516550377	4.28763542035944
69	3.91755956365766	3.46804977374737	6.12566295490642	6.55888368285763
70	5.16621660027855	2.85606165157006	4.79801817300461	6.88897244644052
71	4.41512588362016	2.74854192701356	5.44348835854558	6.80666438576146
72	6.80086312012252	4.86373299721441	3.4084085231126	5.32900893480314
73	7.0356701704483	4.34575050072647	3.265640559434	5.73243937659337
74	2.80608371056233	5.1162390802176	7.07479458837704	5.20287325164735
75	6.06990691374022	2.95624408851464	3.70405851009865	6.81276712722033
76	4.48903288350987	3.29492911331989	5.3755534059057	6.93521929584668
77	5.15591865968674	6.86133090221113	4.5626785409993	2.92247255754701
78	5.05241101452889	3.06887677622942	5.21159821521425	7.10170984005811
79	6.60754429120889	5.86845453270826	3.03476196076549	4.27838203327129
80	6.71386784036589	5.45534248318405	2.86023194843085	4.43840578596878
81	4.11423017146835	6.72180472521934	5.93069281716116	2.93454895739325
82	3.52195068095126	3.53196825168041	6.5087140552717	6.35669350011652
83	6.12196962094176	3.56297809689795	3.45118881486556	6.41142149750233
84	5.8907090741689	7.03948455548117	4.33105050786382	3.16125766405603
85	4.73763201987578	6.99439099436649	5.59846051682003	2.98071673979072
86	5.15282276054685	7.047829797301	4.7810088075152	3.03631772560556
87	3.43459296995912	3.76999548171904	6.52740660342169	6.48874795660743
88	3.83803271651904	3.42009889197281	6.08480077184514	6.69194195320653
89	7.02501735789097	5.28314809039539	3.05707116879363	4.61142065997961
90	3.27980127128685	5.70766833338919	6.947097202946	4.50817161705243
91	2.99370093899524	5.74689131932994	6.81738679134798	4.37261199091443
92	3.84426911295834	6.61474659501147	6.00249361458974	3.25685102588755
93	4.42064752786429	6.7993431154885	5.6705371360519	3.47954297639556
94	5.83526965751791	6.50452006213425	3.75280453584404	3.16408531664386
95	3.06339775899497	3.97681331642469	6.89351422571437	5.75356851811407
96	4.24433263391083	6.89815458122585	5.59209956289686	3.09207940404596
97	3.3992814433506	3.89357760237844	6.52946247047523	5.7728825793462
98	7.04885367376882	5.19296798444294	3.16395317076444	4.47428734024919
99	6.94870882275157	4.3788329913762	3.09979602004732	5.44742067853851
100	3.07111139134392	4.86033514477112	7.22304186985671	5.10857369376231
101	6.8895386739606	4.90927154890585	3.06220458883809	5.44734886542324
102	4.91239635722893	2.74237837406198	4.54705532227659	6.74150037386007
103	6.81862406077823	4.85648812754506	3.05726295733803	5.08437332510589
104	4.53860977570646	6.92866591692535	5.41082056489919	3.11822974027112
105	4.35049197700706	3.15804386171281	5.3592551200563	6.89492089974839
106	6.16640832869866	6.54157517488922	3.93515384299348	3.0696661802185
107	4.10674741714331	3.05649792046724	5.59040642106641	6.75699559226245
108	5.99186607630707	6.84414743571213	4.05833253627482	3.219322854519
109	4.1506707624512	3.08456093170709	5.66923735333768	6.63308250714817
110	3.24109753578965	4.42578728899715	7.05637478618601	5.68165187508039
111	3.11394698481465	5.98251932570082	6.89537596075493	4.38408271647255
112	6.77928896545524	4.71971169816827	3.08000082251255	5.69904196775718
113	2.91556417055544	5.20630373224506	6.95279264339299	5.31122155776645
114	3.29586478688854	6.48355875769906	6.67682913240282	3.59971805151442
115	2.9049923685823	5.69531484665377	6.99163441040413	4.57954079200595
116	4.33800345595427	3.02345640543521	5.9655515279976	6.79329727793397
117	4.1431527736004	6.6095283509191	5.68439180077677	3.25805865585555
118	5.94669869004841	3.34294158914025	4.16773516981475	7.01374847403392
119	3.301131487023	6.16757936341176	6.39910188169018	3.58817183151268
120	3.29690849882556	4.08539482685847	6.75111440241262	5.96774398328805
121	4.91994252422919	2.9075419168566	5.08152139433891	6.8390934111269
122	6.79233760789074	4.79123112525403	3.00872330743017	5.2203844152127
123	7.03341662877476	4.21907795060375	3.34954156416945	5.52106372104945
124	3.9061053296522	6.55963192307205	6.139006373868	3.21482088703774
125	7.29828081050868	4.80346694085429	2.99990246569563	5.3282709283711
126	3.49261522641767	6.03536287434514	6.18549241869965	3.46139941730317
127	5.21996909729554	2.78986701251655	5.0524688958489	7.15580366627309
128	5.55965398239996	2.89158893840052	4.46902460741817	6.91650319648656
129	4.8414326213911	3.11636089150543	5.29585969415049	6.80205471882902
130	6.66041808527879	4.10628464553793	3.10881526297898	5.59251105016247
131	5.1078551823816	6.89247289187005	4.91829112777873	2.97108311016416
132	3.17998725005702	5.80240092479579	6.78356438573858	4.36201135701911
133	5.53318861225901	6.74431250879495	4.95201937582593	2.83225959085061
134	6.29055380001188	6.70844897310263	3.74811593048828	3.49300564711699
135	4.63559029765936	7.03287922828798	5.44714651190234	3.00928920965746
136	2.7639162134915	5.11918760024627	6.63984824643677	4.70231968957671
137	4.52313719650178	3.11378032563205	5.2418540109217	6.73806789920683
138	5.87055632077311	3.53272267411756	4.01424667986229	6.76896158851068
139	6.59238139634894	5.90132821961968	3.38659978375367	4.48082446929337
140	6.28092269651112	6.65992220752179	3.9714066874313	3.352530941026
141	6.96844030966682	4.95789519661794	3.02139823016296	4.8654915588442
142	3.82563064535688	3.18507955237112	6.12877029342355	6.77615435166611
143	3.12951940273593	3.65353837140363	6.82849794846787	6.02592342289686
144	3.02218697152018	4.3760702860059	7.02761844309382	5.48302831552576
145	4.67353400641939	3.14249703539631	5.3931108175742	7.00400296064736
146	4.43220076555692	3.18499370421408	5.53532736829008	6.70117371341269
147	6.17916291377528	3.14549662398437	4.07645045387026	6.86745607361002
148	2.91478827143624	4.21085840262335	6.81435033779177	5.41849720280511
149	4.12292551412089	6.76539599863256	5.95524141404108	3.25324630689187
150	6.11821028414267	6.23200624752716	3.72199485125376	3.29276256116611
151	2.85931336904198	4.85014516643345	6.98387806719576	5.02332759286175
152	7.0459716088216	4.50056443343956	3.08535523487114	5.83008497034106
153	6.70258779911483	4.11961425300264	3.42881052280162	6.07251510406993
154	2.86612243319734	5.46898518573721	6.69886617971144	4.58697303655212
155	5.48704408634207	6.7909578509838	4.47954910415645	3.34681465412434
156	6.0860548737056	3.53248510850344	3.9287657677635	6.69563516253467
157	5.07151340321441	7.13749227048326	5.11736957343796	2.85456386299561
158	5.61359530151198	3.04561485892009	4.5917260109392	6.75212324550005
159	5.87727871979615	3.00861908206113	4.11801849017089	6.57084433077048
160	7.29207200546301	5.50941060874589	3.11703247171589	4.43098368942848
161	6.66637521663857	5.76365242894068	3.13172031576508	4.20756504112245
162	4.20810101258233	3.16818079781293	5.92702765583796	6.92737813948728
163	4.43985653642826	6.90986324986562	5.31019389042897	2.99565268866202
164	4.63698862576286	3.15324729129116	5.74080850542002	6.88716318271167
165	6.18209688746302	6.6610786442937	4.18274068450287	3.11632977862451
166	4.46632774962898	3.1198083001325	5.55914628344631	6.93974778079654
167	3.04317050617857	5.89165428591516	6.91676021452897	4.04459140792631
168	3.92268631912056	6.85217132696061	5.80105933399792	3.46351328558051
169	6.65704830245694	3.77634402224693	3.14609361060401	5.95365879754709
170	6.2738747183541	3.46546200317326	3.79188219288696	6.47270729596223
171	4.99027726589063	2.97221852932899	4.56061875931943	6.68530606154893
172	6.90827604290156	5.48074347839597	2.99339712105665	4.48518215818235
173	6.39624332003934	6.1580492348082	3.35885513417468	3.95010973528394
174	4.0875353726289	3.143869074543	6.13582382806486	6.76365072858299
175	3.37973954905801	4.10266608308993	6.66527460906991	6.06288243388874
176	6.3278143595096	6.20677824560021	3.7108440450592	3.49088292422732
177	6.65835285494381	3.68711116846496	3.57302913064582	6.23604443214614
178	5.96615161939849	6.80532558010872	4.15536860048067	2.94049579992665
179	5.80579962186786	3.36275523863565	4.29850924044891	6.57289887384055
180	7.1612198685494	5.4031216187219	3.13440043431637	4.69721603491396
181	5.60023250660825	6.82724587041388	4.19468756849742	3.12993650532001
182	5.97468430138748	3.49392826273611	3.9360374993523	6.84412549958954
183	3.02677520420269	4.7778394966393	6.95999786942447	5.57793930580256
184	7.11634164842545	5.10790970114712	3.20825662796341	4.87381575628293
185	3.12786469530688	5.45699208575455	6.84732030996371	4.41561859483579
186	6.42865508965394	6.2354054981573	3.53815548596237	3.6348116808341
187	2.78375519324043	5.08987501743864	6.78085180485296	5.10751997826399
188	4.54617297491952	2.98332550795545	5.38162714476187	6.96112668227337
189	6.0445866782995	3.11505131434834	4.07321185201068	6.84497001532486
190	4.13641628194348	6.64768738555865	5.65556000018594	3.09456365556875
191	3.29776954737844	6.25045944872693	6.8295584412198	3.87625960637966
192	5.04015899561518	7.1479027603475	5.39673261139343	3.19362898009863
193	5.84383911546804	3.31764827209741	4.21240662678613	6.80359871933574
194	4.40501531003782	3.0407799245694	5.23237441431079	6.57612217274356
195	2.90458677604365	4.58223344407953	6.86253656648685	5.6547832345781
196	7.02227778084686	5.43969959554149	3.30915794393367	4.52766193889799
197	5.98323986110383	6.84943054652298	4.16110375876801	3.27168153599737
198	6.83813217086403	5.92646206722813	3.30174894345444	4.11731564519757
199	4.06574613289133	3.49649936544378	6.08294446764845	6.8144781304433
200	6.36819294329892	3.59961344202552	3.73673740983379	6.11836335436269
201	3.70321947718271	3.81104394400412	6.55233909571239	6.18507296943103
202	6.8031484367034	5.62359327373276	2.85264727966094	4.49597867030645
203	6.3564057490538	6.46759294138255	3.96343182295863	3.53330329755222
204	5.76327546054245	7.02380060149355	4.38950957605645	3.06483603589268
205	3.34413711829617	6.02468875202833	6.76124521732357	4.53925723638689
206	4.59594068460297	6.9091423657332	5.23833672287954	2.87482566660299
207	3.82900615974124	6.52788330618391	6.04330923947229	3.4052337308312
208	6.7932286029565	5.71649784887917	3.18832789752141	4.36624649685978
209	4.0007368708658	6.49898909100925	6.09222805520612	3.34059303735261
210	2.84921328093896	5.41355619852802	6.9928632867623	4.4706730896363
211	3.40828548704137	3.82520902052816	6.4270938797134	6.39155640335581
212	3.15741015355406	3.93434816454094	6.70162244290375	5.86368111744003
213	3.21310944743673	4.09104714063344	6.95451614202889	5.72685035283138
214	3.47550794762625	6.59377186945697	6.31688959094357	3.66472724787583
215	3.03763620959942	5.57048280873463	6.62016146346199	4.26014945152409
216	6.1749809915263	3.38199452721748	4.06720202133591	6.92908121533886
217	5.84120775800819	3.43639539686189	4.10387798429216	6.85585813091548
218	3.38632748188663	4.12940820069072	6.792398343004	5.94321485011158
219	3.10113057018745	4.94443248537715	6.89831183632359	4.77364532437714
220	3.70611528951414	3.3000918365825	6.05976862314158	6.58796858405616
221	3.17816353179682	3.81862404613462	6.56064647238908	6.28085152210627
222	3.5750692386392	3.09559630350506	6.20493567120198	6.59211657388199
223	4.95672374931078	3.0150395847804	4.99078102759047	6.98560732929783
224	3.11649202416215	5.1965737181519	7.07253146900126	4.74896251320985
225	6.90590784925019	5.54160944143472	3.03049453786954	4.68184367902875
226	3.59732129336611	6.52362521782497	6.8292631289844	3.67598558777777
227	3.10266581586947	5.85931909544142	7.08523364739595	4.09176115240056
228	5.77223435297779	2.83188725186893	4.10538317602962	6.74110070105154
229	4.51594650933524	3.16536934360749	5.84763859547299	6.89346228862488
230	3.73192451390429	3.58744788023558	6.17796085109569	6.55360034688766
231	5.16967919096182	6.89925854750255	5.13777015094584	3.02766454776798
232	3.11169060327859	4.09941100468	6.85295733057731	5.74515173161574
233	4.00934194467801	6.62517864154437	6.04108729753689	3.19503114142251
234	5.93538858374124	6.94348526833424	4.07551271700454	3.36019008566566
235	6.30215693449964	3.5186198714144	4.04469085557262	6.59400654604169
236	7.2365135698559	4.37182831002828	3.1282519914247	5.73361522427331
237	6.62787171269771	4.18123443034686	3.53419544164222	6.38917562485021
238	5.60845501915735	6.7560656291476	4.1750406929999	3.28121492219736
239	6.78815586174622	4.17159843290222	3.04907892394306	5.83726589223501
240	6.96160803305585	4.09467704210906	3.07314851234301	6.09145339939106
241	4.70485718093614	6.84475905893428	5.65960262634142	3.18341138143556
242	6.77382772417034	4.45026154256902	3.0469403498551	6.0167029596508
243	4.81956937941721	3.11308583336273	4.92676073764024	7.01222798403648
244	3.27723507039883	5.91746443584205	6.78783182833382	3.99824156298119
245	6.85373557010551	5.26538750732414	3.16433917302932	4.93402900779026
246	5.39447097587476	2.86737422920925	4.70907842113605	6.85547761420339
247	6.79343008344093	5.45665146575088	3.18338923813482	4.23106501270716
248	6.83458929869174	4.41107307986598	3.04856845022035	5.51030119359561
249	4.65864970184241	3.28888089412836	5.14218256149287	6.99898367184769
250	6.39066997145065	6.15940518983006	3.5887324117828	3.52913039294225
251	3.46262336894086	6.53676148804575	6.35996593310408	3.60109656479336
252	6.9503998019803	5.86474185911469	2.97682605031362	4.3893727340681
253	6.97299466817355	4.60126856837564	2.76870502439194	5.47715749960092
254	5.33326938455205	6.92704012764792	4.66739300777038	3.18809787107733
255	4.95560628938032	6.69383855701932	5.08249720491018	3.31788375766862
256	5.19594023873109	6.80139480556759	4.45981031432469	3.1306581134705
257	6.78298309057953	4.08341064645189	3.41760973998901	5.77448287198603
258	6.24255500609692	6.74716712634771	3.76931100066539	3.34187767827426
259	6.91159482989962	5.12175023537865	3.19108805924076	4.70900765246689
260	5.28715014192101	6.94024282804187	4.68056525637543	3.10723139184858
261	6.54114390345728	3.52125953478754	3.54321336095413	6.08880585119237
262	6.27632407920345	6.39602987530157	3.4898658802773	3.17256146025667
263	6.55453736738654	3.90994127977673	3.48256534645686	6.21257816183638
264	3.86077243310783	6.54668800994444	6.23203223798946	3.31623949061915
265	3.00172638825601	4.37636342596693	6.86214073272072	5.40967546181209
266	3.9385815005529	3.52888815606195	5.86192421553783	6.35082758524117
267	4.8322804754668	7.24235969935163	4.98338687434176	3.22254498994245
268	3.62281318567802	3.40941623282425	6.16613102646921	6.05552125221403
269	3.48950411757901	6.45597439640756	6.54545153156252	3.48661874259738
270	3.15954866091563	5.30558507368585	6.77418313620596	4.88670954993401
271	6.51073990861715	6.20065086170258	3.37345278416279	3.79853751439087
272	6.16522106748979	3.38285393096005	4.06098540571125	6.74670025774554
273	7.19800097878918	5.57387417434764	2.9750760838078	4.66417178733996
274	3.03949929151466	4.32368215063621	6.7203864579493	5.8176480292951
275	6.2680099327158	6.37678233990505	3.69794233005129	3.5045073347208
276	5.31589378250389	2.8578084394735	4.85165972043739	6.8670843450238
277	3.58810827244387	6.62073577696737	6.1535907942032	3.13294846693495
278	3.52464273387336	3.68419090921095	6.43710477988129	6.22453217855674
279	3.7858842545516	3.27709850484865	6.53985834791028	6.68568865506797
280	3.427235181626	3.9146068059618	6.65539858402454	6.12595422744826
281	4.84253150915102	2.85054899523388	5.16065658258739	7.11615587948262
282	4.3536989779771	2.84182640633315	5.75764522346786	7.13564193692502
283	3.17096121849385	4.19739695604814	7.19521847042612	5.56412144471952
284	3.38011872276594	5.06706572232878	6.8329578074342	4.857503791146
285	3.63912591158717	3.74100320208329	6.55160315843072	6.60335245219194
286	6.35307076493327	3.52217032521193	3.50969606053519	6.21480197368454
287	5.29905669222191	2.87245281547866	4.65134091783357	7.09354514284099
288	4.30735337005368	3.34980171067735	6.02287759349144	6.52912334963412
289	3.13699735673528	5.03899117465073	6.94789224126353	4.7381567010382
290	3.40000962117654	5.93616036471589	6.94566264102449	4.25894791801521
291	5.35173361139549	2.79238827067498	4.26969258861236	6.92086139163551
292	3.14703201807559	5.0162032257671	6.96232379332624	4.91993685508284
293	5.0054968502063	6.98064277692957	5.09159427764136	3.01970239338046
294	3.42723189591466	3.9594969012044	6.47592641405213	6.20871900025832
295	3.23093052592749	6.00724927867724	6.40132240046049	4.07444667003238
296	6.45932599087714	3.36647730075269	3.78839092100713	6.51084937824135
297	5.70312546429596	6.58352112323351	4.21708971715084	2.84513605893025
298	6.60262533355702	3.34071297561113	3.60071668530527	6.47199861510637
299	6.79616935047597	5.83262989003549	3.43608938816445	3.86094978748573
300	6.80911723168654	4.23692476546042	3.54667404099287	5.90560453707247
301	3.94608379634589	3.41856413855038	6.05639630669706	6.6901125302789
302	6.82542170238562	4.59107906921972	3.25284677393788	5.62779932949222
303	5.79971630964643	3.02346768355075	4.22515507746084	6.95322556666957
304	4.03693277329771	3.512456310213	5.87964658288583	6.60530107191021
305	3.60007166765787	6.45235109300695	6.09070385021302	3.52167282244044
306	3.40315883371415	3.74374365215	6.45094994934536	6.13696882493204
307	6.75481338693363	3.45227275010275	3.37267554180432	6.12305007470427
308	3.21457785374243	3.9996072600569	6.55149615204426	5.87045006851036
309	3.5279961818752	3.87750493337148	6.29076521241984	6.39098397081934
310	6.67880425867645	4.10812434018876	3.0030370670009	5.97919137951671
311	3.13687080577645	3.74999293393961	6.63136996755405	5.90259886695364
312	5.35929504561052	2.99920163567741	4.81616816767457	6.72073108017128
313	6.17675426569648	3.4954984410298	3.6993159343851	6.50110213176104
314	3.36049235604372	3.48934126675627	6.45781906885905	6.36902479953064
315	4.52992134208437	6.74136438585597	5.47071831721875	3.36180957930464
316	4.6096426533296	3.05881297062594	5.0722035921995	7.07284714213771
317	6.89821571483064	5.4668821851362	3.29377109131384	4.39067937148907
318	3.27351987946652	5.79687415480034	6.81600006794821	4.22553657563589
319	5.12838724266767	3.12469996104893	4.59900054863288	6.96651907210629
320	6.72302629887001	4.39504939509239	3.12549553583784	5.66719628446716
321	3.98343763670654	3.17777547329843	6.12080751445611	6.58625399261855
322	7.08569814582299	5.3122001693585	3.27234376600626	4.55376859535272
323	5.87492441560719	6.84919133728183	4.12121736645774	3.33082186023442
324	6.29422393190769	6.54697938268347	3.7177799218876	3.39663563376386
325	5.4080594173653	3.24850103175117	4.49300976477684	6.70671771418809
326	2.69663406804387	5.42855570727911	6.68038695683901	4.49089344506535
327	7.27384594796762	4.85540102851928	3.00197613672216	5.05579517897892
328	6.88734047690019	5.22498002238117	2.89633213086971	4.59747157409888
329	6.44230814097232	6.7940309999963	3.78708078250722	3.43724040800918
330	6.32976878029895	3.69291947922954	3.06336151603476	6.18325725422959
331	3.77565328812887	6.6509193496642	6.40330697399304	3.21012463430819
332	4.87451863455397	3.06568217797891	5.08533721711735	7.24865051962079
333	3.45626164349914	6.3809353206348	6.4859764178993	3.96092060007255
334	4.91588901342719	7.21278618292098	4.99156758078929	3.02205867562099
335	6.82700650567517	5.59757063946284	3.04967430696758	4.19516848625993
336	3.30972861949549	4.01526860724563	6.92154174401521	5.97204435124943
337	6.97568766376379	4.35399908486464	3.02307740152377	5.2483246848613
338	3.30334042729317	4.86709586862449	7.08801458684148	5.29199518267108
339	6.66113349766188	6.44448274577933	2.86976895033627	4.23433573112762
340	6.89229924886361	5.76101683006685	2.92056686094398	4.43969404651504
341	3.77374899951484	6.58603671710607	6.09372032596136	3.43170910697821
342	6.32280830606751	3.43396799033086	3.70737618761865	6.66835664796782
343	4.51503869561117	2.92412627588543	5.55440836188314	7.05467966543645
344	5.7092907231249	3.1263946309761	4.36888023724107	6.81501743354001
345	6.64220951078069	3.82681881861056	3.32558003861137	5.89884701070066
346	4.11715910975202	6.86863554752048	6.09098980225053	3.29231908852985
347	6.8951872127108	5.61107536023075	3.21692944291421	4.46912825335878
348	4.13871496532549	6.90888425099428	5.6291961279479	2.9544085802118
349	3.73805597843548	6.42498658737356	6.24220257349078	3.36347952032822
350	5.44752406310885	2.95484095064851	4.53885827612363	7.00929176784864
351	4.5957340636351	7.02233073832511	4.94242227335617	2.9341637249395
352	5.22061948367014	7.18356991446799	4.73475084163964	2.85724877344826
353	5.60507112185436	2.81492222796473	4.5587662701935	7.25151744283223
354	3.71541476499216	3.27109823796779	6.20196053622111	6.49521301393371
355	3.88029544031609	3.5916648725908	6.59942220217849	6.83790025112863
356	3.89652174733971	3.85000705867889	6.17882142395289	6.72270275737699
357	3.9871004355566	6.50131543938575	6.32636864060476	3.09230564593224
358	5.229322583866	7.14539784481368	4.94734087465504	3.09250173773994
359	3.09820790056415	5.12260561671657	6.77222994815944	4.68323270550132
360	5.60455830034402	2.71474199098542	4.45749349087944	6.99212985541093
361	6.40137431234879	3.84159811490737	3.8040328278326	6.67871249568346
362	5.45171709115783	2.82351796498805	4.60768326306335	6.93856255459851
363	2.98052067189406	5.32377005302859	7.3313680411888	4.6014344159335
364	6.52119693706954	3.51771062764521	3.56653406585441	6.15470539618758
365	5.37621911596403	3.24953120216301	4.82466466764655	7.29706010923415
366	6.35824826425272	6.68475487749501	3.95594292326085	3.28175458475594
367	4.62557493381214	6.68765981246586	5.76543404530647	3.09782565574932
368	6.54586106111782	3.74512851026729	3.64321532186522	6.49120773237617
369	4.86646497856627	2.74870551570986	4.9937415748359	7.27123095477042
370	6.19730611545869	3.64906489321886	3.53602333532002	6.67444999716854
371	5.61252273574493	6.91779840227664	4.17535638414822	3.31591484773809
372	3.95073024101481	6.20624155769331	6.09927561402212	3.58764540622954
373	3.01964013188897	6.0176008491722	6.90745374786063	4.30045649946909
374	3.02894565193819	4.28614100228083	6.89498194695765	5.55100512891209
375	4.58520958290764	6.8095068745586	5.8315744563038	3.00716634411546
376	4.79807572594302	7.27920891352817	5.2351336018209	3.00667048257534
377	5.78374961011061	3.19092017463814	4.556862403076	6.79827707558682
378	6.62354371485405	5.55423969571297	2.97483985746562	4.12893578391667
379	3.14139807999087	4.28629148595475	7.07370292950438	5.62139554812143
380	2.83728683787046	4.83675121836014	6.52968288113963	5.10352765058182
381	6.72417878998274	5.91526837257778	3.31177144244258	4.06461890446833
382	4.9864112193413	3.27614007737138	4.89149351263869	6.93535721513284
383	2.79473418060155	4.78385633505371	7.15318755896699	5.55912950696783
384	4.35949010200001	6.86447157491409	5.45569090884505	3.45105020986624
385	5.47142965889914	7.01703132401547	4.64387949282284	3.03771031604677
386	3.72497064494537	3.50941578990571	6.14760322473789	6.88115040258053
387	3.59630035306245	5.7883840897227	6.87874966232597	3.79773509015576
388	3.33972636432929	6.45403593399791	6.24853525744962	3.4244870419426
389	4.6817823282553	3.18752366442449	5.12072695230157	7.05630141714432
390	7.0568612054915	5.05595681445703	2.9443492320665	4.88057386155957
391	3.19369831365603	6.00574365851606	6.60628084147195	4.28427726139381
392	6.92058588004334	4.24213822041316	3.01475281091838	5.58165405948005
393	4.43618705810428	3.13335196072197	5.32053006720232	6.97034688651588
394	4.56207177560435	2.81981024806774	5.28836001729497	7.0571597537913
395	4.0279032663563	6.80109980241822	5.68158633377497	3.15511311192033
396	6.20513208247046	3.20313984111683	4.10302131375074	7.06524810001589
397	5.26955007167639	3.15753551188988	4.46968405599071	6.96601669045778
398	3.01056611342504	4.96099011661757	7.00827798145278	4.83360666150002
399	7.15725820979239	5.58246338430423	3.11464688556848	4.48377806615993
400	4.31307237483547	3.04605043186195	5.86773354957901	6.8442659138303
401	3.41798904472273	4.03642604187062	6.90011600466783	6.41847196023785
402	6.55257767283136	6.39497384186774	3.4322669436433	3.80966409068533
403	4.5063108505673	6.82623783908089	5.37991382050638	2.74775488566136
404	3.2335987348834	4.32239148932171	7.01400286152176	5.85630028011994
405	6.80550711091491	5.62969838792461	2.82101097688529	4.68045024595175
406	3.60741562206092	6.50622046802462	6.44972069826194	3.52733894114474
407	6.47508529743957	6.05173206422907	3.35107133720138	3.92647084703152
408	2.95925098913195	5.17360042902753	7.04371825938459	5.03716316811978
409	4.77289316469761	7.18738280264833	5.25099014653642	2.92712369608899
410	5.75976855826377	2.90253999434222	4.44168350495252	7.05271257686622
