probe	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	fdr_BH
Gene24	0	default	1	24.0	0.8904917585730308	2.568188336738917	5.078421540641572	0.4731265058682952	0.3560435071723608	0.2806391193770676	0.05593434775355488	0.0679364547614
Gene25	0	default	1	24.0	1.7594708314750644	23.88453172722241	4.999507945656348	0.9085354077061913	0.8882099427520116	0.28145942071325863	2.1165986401450176e-05	5.84157858366e-05
Gene26	0	default	1	24.0	1.7027720018041064	12.005497538841327	5.074070117324948	0.8898082614638015	0.8653212084557574	0.2901607288522719	4.894075424555222e-05	0.000121040612314
Gene27	0	default	1	24.0	0.7608710262800644	16.179066805944373	5.015407763862356	0.37226588850895337	0.23276941928872075	0.28916911454022115	0.1230242655942656	0.127883851969
Gene28	0	default	1	24.0	0.9875366362566205	1.6070386060824542	5.019981501032291	0.592936411070061	0.5024778357522968	0.2742690611121432	0.017517823964300683	0.0241514117155
Gene29	0	default	1	24.0	1.984914897150843	11.154347056828396	5.024308760414143	0.9941687766412564	0.9928729492282022	0.2806092611782031	8.829137421173527e-11	4.78726053508e-09
Gene30	0	default	1	24.0	1.5852392736289067	9.734565316264352	5.029420073995858	0.8436001772720286	0.8088446611102572	0.2838770141762238	0.00023662637691890254	0.000501327069743
Gene31	0	default	1	24.0	1.2995605992290153	21.283776996177853	5.000731950342273	0.7471485276558092	0.6909593115793223	0.27750593277575475	0.002055392137329304	0.00357252399304
Gene32	0	default	1	24.0	1.9339354726334521	11.243090180467828	5.0084461221955765	0.9894631846504669	0.9871216701283484	0.275972902146764	1.2652960901249344e-09	1.79899918027e-08
Gene33	0	default	1	24.0	1.0977586304215392	20.35609972736344	4.974895307203108	0.5876327673618194	0.4959956045533347	0.29237981263298235	0.018568578889081255	0.0254946163237
Gene34	0	default	1	24.0	1.97419561176817	22.692249919654127	5.014313737434132	0.9825053394791238	0.9786176371411512	0.2815774285892577	1.2390100723180808e-08	1.00189493718e-07
Gene35	0	default	1	24.0	1.97494474130582	10.96132520097225	5.050110205214973	0.9957151460136906	0.9947629562389552	0.27713434559004785	2.206546056982006e-11	3.02788097625e-09
Gene36	0	default	1	24.0	1.9340008954209493	10.557637317180063	4.920133554496438	0.9734589175407277	0.967560899216445	0.28665843783202655	8.084140279418506e-08	4.64605763185e-07
Gene37	0	default	1	24.0	1.8594635103311028	10.364563405107006	4.961117848157327	0.9364238488691653	0.9222958152845353	0.2873983627760596	4.119305917926752e-06	1.37697513525e-05
Gene38	0	default	1	24.0	1.7529125290934695	23.76458305081701	5.027489678733056	0.9264289462572103	0.910079823203257	0.27935958079343387	7.946600747654742e-06	2.44120400142e-05
Gene39	0	default	1	24.0	1.7635432964581874	10.026183629336048	4.9854519932546175	0.8982691257946455	0.8756622648601222	0.29105776877192996	3.416154424895623e-05	8.88081739574e-05
Gene40	0	default	1	24.0	1.011732640770982	14.161932879458863	4.982427797479276	0.5118080688052323	0.4033209729841728	0.2851611353191539	0.03968786046831341	0.0501531513921
Gene41	0	default	1	24.0	0.8128181644814426	6.755867666185145	4.925405933415379	0.4201379768816178	0.2912797495219772	0.27701016137936724	0.08609164357569032	0.0976144692539
Gene42	0	default	1	24.0	1.7966006247953228	23.646824967267428	4.979275801965883	0.9445805341358903	0.9322650972771992	0.2818016052452318	2.2206520278178488e-06	7.91206185683e-06
Gene43	0	default	1	24.0	1.1763843885801044	20.621746444276685	5.009801312926031	0.6309389263811719	0.5489253544658768	0.28721728990046885	0.011270471459805864	0.0163025141656
Gene44	0	default	1	24.0	1.9351082550903826	11.537542446240966	4.953913018502526	0.9554881271943587	0.9455965999042162	0.2909802993675149	8.282117790470167e-07	3.42236272333e-06
Gene45	0	default	1	24.0	1.164796563349298	13.08807841988677	4.938482396841018	0.6781621912156974	0.606642678152519	0.2785208165120775	0.006086488168915993	0.0093830752861
Gene46	0	default	1	24.0	2.037053570900354	10.76350620700444	4.910269679341867	0.9907021105281687	0.9886359128677618	0.29793330017213415	7.206588659158797e-10	1.29176193551e-08
Gene47	0	default	1	24.0	0.7981082732358548	14.860931033260968	4.942839763827453	0.4397604897023223	0.31526282074728273	0.2778502075233203	0.07373637815677736	0.0858731112074
Gene48	0	default	1	24.0	1.3536389989112811	0.980455144365894	4.942368288695323	0.7058405523790923	0.6404717862411127	0.2976299428493428	0.004060902907262798	0.00654984339881
Gene49	0	default	1	24.0	0.8445419517873232	6.707536182334607	4.953384491364915	0.41643581287749165	0.28675488240582303	0.29596450045749345	0.08859288463060244	0.0997293260382
Gene50	0	default	1	24.0	0.844870981635862	5.8487270397487015	5.021339678413918	0.3791710866342356	0.24120910588628786	0.2987344170740835	0.1170506167729507	0.124654543954
Gene51	0	default	1	24.0	2.0789826272674907	23.207120468794322	5.002597388909797	0.9882921601564687	0.9856904179690174	0.2966143982316403	2.0330379602029325e-09	2.46927687474e-08
Gene52	0	default	1	24.0	2.084856946954592	10.74077477995891	5.027317628821463	0.9854057859523615	0.9821626272751085	0.29789849267558555	5.480411902070159e-09	5.18152229718e-08
Gene53	0	default	1	24.0	1.43841380408386	12.516478970568645	4.959083713995595	0.7948271026179077	0.7492331254218871	0.2805822647277422	0.0008026754155470162	0.00152987690384
Gene54	0	default	1	24.0	1.0888575899387978	13.44551860606554	5.0680999601255206	0.6079005941317418	0.5207673928276844	0.27429398468917027	0.014800719533981432	0.0207972639822
Gene55	0	default	1	24.0	1.9407903173985035	23.489695976838906	5.031619465087282	0.9657102845068064	0.9580903477305411	0.2808785702822565	2.5599852782054455e-07	1.26107649173e-06
Gene56	0	default	1	24.0	1.9137020226621606	22.63838808292841	4.989502520612394	0.9751112086799864	0.9695803661644278	0.27667292088448703	6.053647505499526e-08	3.63946743818e-07
Gene57	0	default	1	24.0	0.7729411472423701	15.812919815067517	5.065039680319504	0.3876434133350588	0.25156417185396074	0.27392419798296747	0.11003219360208738	0.118996604472
Gene58	0	default	1	24.0	1.927800854938436	23.074212062955343	4.995005882550375	0.9933160712922334	0.9918307538016187	0.27471320433877555	1.6317103224139373e-10	5.46313734991e-09
Gene59	0	default	1	24.0	2.025005857925767	23.081744586803385	4.982705177719283	0.997841549447516	0.9973618937691863	0.2880658754711482	1.0084155732670297e-12	7.91200438499e-10
Gene60	0	default	1	24.0	1.8295506975399047	10.793465523415197	4.984616825726083	0.9857539075971424	0.9825881092853963	0.26543884997523937	4.916215434747073e-09	4.76654103284e-08
Gene61	0	default	1	24.0	0.9360996304278559	7.649819591368568	4.979395909994424	0.49723325667858476	0.3855073137182702	0.27894237759044066	0.04530534495187144	0.0565139438069
Gene62	0	default	1	24.0	0.8296077515996513	6.2814352827472435	4.966573317019138	0.38456650870558984	0.24780351064016526	0.2941855731041025	0.1125421140676991	0.120916619224
Gene63	0	default	1	24.0	1.4889480810222202	0.3608467506603783	4.978145880835821	0.8113277220239021	0.7694005491403249	0.27518541168189153	0.0005504101304779629	0.00108848410773
Gene64	0	default	1	24.0	0.7466778872880377	5.633622819572691	4.985952429746573	0.374183251238307	0.2351128626245974	0.2818875110729974	0.12134232694956237	0.127107702216
Gene65	0	default	1	24.0	2.0280021063858666	11.070971612143051	5.082865995893736	0.9912201629669909	0.9892690880707666	0.2881455975243328	5.567869498790401e-10	1.0953266251e-08
Gene66	0	default	1	24.0	1.6978610380481076	22.149964482847604	4.96283843454951	0.9188823413736406	0.9008561950122274	0.28177079200175137	1.233159719471466e-05	3.61277261564e-05
Gene67	0	default	1	24.0	0.8378125824726068	15.383451975076765	4.979967985569375	0.40719438934017615	0.2754598091935486	0.29809162018543817	0.09508354700926247	0.105886733517
Gene68	0	default	1	24.0	1.7917918287426924	22.380167325734135	5.0175291397285635	0.9529191937575405	0.9424567923703273	0.28107409348068935	1.066098939128679e-06	4.24740613199e-06
Gene69	0	default	1	24.0	2.013137482357534	10.938090327392139	4.98801657191774	0.9921578670845679	0.9904151708811385	0.2869872123104731	3.34929861622868e-10	8.03831667895e-09
Gene70	0	default	1	24.0	1.0543011887727203	20.264597814622867	5.01849108384583	0.5687550751202017	0.47292286959135765	0.27626309576108066	0.022712136360061308	0.0303939733281
Gene71	0	default	1	24.0	1.8782973925427888	23.655879634231738	4.98836006501859	0.9447833651579977	0.9325130018597749	0.2847004543603242	2.1843121844611346e-06	7.8011149445e-06
Gene72	0	default	1	24.0	1.950610663159501	10.598402935873525	5.019526146924454	0.9753210646696509	0.9698368568184621	0.29019619396030455	5.8273203040748456e-08	3.5317092752e-07
Gene73	0	default	1	24.0	1.9280861904515358	23.124351605945474	4.961366904831905	0.9904416384652505	0.988317558124195	0.27714705308784937	8.160664366485548e-10	1.36011072775e-08
Gene74	0	default	1	24.0	0.9115227393447698	19.52745782410061	4.969392850431546	0.48503882023291445	0.3706030025068954	0.2850457867834283	0.05046441113515665	0.0622249212517
Gene75	0	default	1	24.0	1.8514167393737504	11.554102726593818	4.96178147815614	0.9638746392886653	0.9558467813528132	0.28028197095700164	3.237090676622145e-07	1.53416619745e-06
Gene76	0	default	1	24.0	0.9195773679738387	14.609577833724753	4.967770658343189	0.4708661331382258	0.3532808293911648	0.2991632891283103	0.057022337491736685	0.0690621770187
Gene77	0	default	1	24.0	1.8076223585608877	11.262144919748753	4.9953137576410365	0.9874648361339688	0.9846792441637398	0.2612502304860717	2.76429934498168e-09	3.12939548488e-08
Gene78	0	default	1	24.0	1.0224032045192566	8.333720356553258	5.085846078827838	0.5803602055512804	0.48710691789600935	0.27117348965571525	0.020088383711924895	0.0272569656878
Gene79	0	default	1	24.0	1.3632884124388185	21.081674963957724	5.013160744231789	0.7031666907782474	0.6372037331734135	0.30325140339029694	0.004229673576090609	0.00677470407276
Gene80	0	default	1	24.0	1.7895351203556882	10.399251867662656	5.01354033418615	0.9485259599952315	0.9370872844386162	0.27314892267360696	1.5927483022482036e-06	5.92834355676e-06
Gene81	0	default	1	24.0	1.3787911448784471	0.9925629868175689	5.081825750637544	0.6983131187359318	0.6312715895661389	0.28959580028884463	0.004549921612630237	0.00724125455591
Gene82	0	default	1	24.0	0.9262349997793397	7.4141653379263595	4.960063204415046	0.4670091282670463	0.3485667123263899	0.30174468724314835	0.05891677552235808	0.0708702191528
Gene83	0	default	1	24.0	1.5559373329259363	12.339172360857278	4.948086494111627	0.8268220774163177	0.7883380946199439	0.28864375323659164	0.00037429701636293444	0.000764209763102
Gene84	0	default	1	24.0	0.9024465669731538	7.856445821652402	5.029541984588598	0.5190914474720437	0.412222880243609	0.28429186118969374	0.037092085574411016	0.0472912268267
Gene85	0	default	1	24.0	1.1676777800729468	13.022292335321755	4.928994329756907	0.6915025664990515	0.6229475812766185	0.26677012867682925	0.005030741464433608	0.00792242750305
Gene86	0	default	1	24.0	1.687387955086927	22.043233714224122	5.007260140225797	0.8961498652761015	0.8730720575596796	0.275563320411325	3.7482779598807525e-05	9.6109691279e-05
Gene87	0	default	1	24.0	1.577827939929794	0.3388355859722215	4.943621414839196	0.8301570777959942	0.792414206195104	0.2920752996946757	0.00034293636510740466	0.000706599653381
Gene88	0	default	1	24.0	1.6624239991604504	10.168855618242013	4.920181372305064	0.9226522299706212	0.9054638366307592	0.2686646503155579	9.954399995182328e-06	2.97442230932e-05
Gene89	0	default	1	24.0	1.7718704499007927	11.748182210465217	4.98685955966348	0.9273322677533767	0.9111838828096827	0.28007772689805904	7.516873348323294e-06	2.33443271687e-05
Gene90	0	default	1	24.0	0.8097509086496323	18.41125961514374	5.0416327407286134	0.4033742009997725	0.270790690110833	0.28837851204440246	0.09787215037317709	0.108505709948
Gene91	0	default	1	24.0	2.011037503901138	23.29406150047594	4.941202339345056	0.9849012450335697	0.9815459661521407	0.2927262662125836	6.3860912113966606e-09	5.83855679103e-08
Gene92	0	default	1	24.0	0.808666334813047	18.467617057496245	5.082025969157256	0.4004183670739896	0.2671780042015428	0.2806690965291131	0.10007312057402462	0.110334201294
Gene93	0	default	1	24.0	1.9207804972221865	11.41306454435863	5.078908854031927	0.9793032569003558	0.9747039806559904	0.27914888645893154	2.639727159081673e-08	1.83739709449e-07
Gene94	0	default	1	24.0	0.7985109364712171	5.121086550636063	5.009402039482052	0.3656619591139241	0.2246979500281293	0.28923718635087076	0.12895654961529235	0.130242373735
Gene95	0	default	1	24.0	0.7967807421658506	7.022983322697513	5.0298493705605685	0.43227413629625466	0.3061128332509778	0.27442323058824736	0.0782751770473713	0.0904218448757
Gene96	0	default	1	24.0	2.0136521791484716	22.65123101353272	4.9437881666474395	0.9764366857994883	0.9712003937549302	0.2944593620720163	4.732206460023036e-08	2.9514801206e-07
Gene97	0	default	1	24.0	1.7994948607024759	11.529015616230918	5.0850882188056135	0.9484369188689805	0.9369784563954207	0.26741512338442924	1.6051841859043847e-06	5.9598422744e-06
Gene98	0	default	1	24.0	1.943582204291676	11.425424634148897	5.019674678846795	0.9733875277801515	0.9674736450646296	0.28981968352682164	8.182452537752738e-08	4.68862347166e-07
Gene99	0	default	1	24.0	1.8105523209026473	11.337568602592953	4.95741110889596	0.9791097515896083	0.9744674741650768	0.26704077813152605	2.7526197321492418e-08	1.88413982973e-07
Gene100	0	default	1	24.0	0.9894522593951112	2.345339911752547	4.949821452637839	0.49875696224206467	0.387369620518079	0.28602376534093543	0.04469074454418487	0.0558169165831
Gene101	0	default	1	24.0	1.7684014393531482	22.417410648666138	4.956619496744012	0.9522986387077751	0.9416983361983917	0.27385475504506623	1.130806975058185e-06	4.4461611077e-06
Gene102	0	default	1	24.0	1.5702147805984494	0.1806433226049792	4.962581918379429	0.8576978545066714	0.8260751555081538	0.279991027978151	0.00015468618049763183	0.000341219515804
Gene103	0	default	1	24.0	1.1753081206115041	1.3820507427966318	5.00908074059861	0.6274662134991797	0.5446809276101086	0.27587394592406755	0.011755618944312984	0.0169389321964
Gene104	0	default	1	24.0	1.7830255384528015	23.77223241530155	4.988054095565423	0.9335216363939517	0.9187486667037187	0.28291410282411616	5.03571847387807e-06	1.63497353048e-05
Gene105	0	default	1	24.0	1.8864571138641153	10.465383390549876	4.975436258254099	0.9660149475464508	0.9584627136678843	0.2901531103712084	2.4592107605858615e-07	1.2214622983e-06
Gene106	0	default	1	24.0	0.8468890235734958	19.24301325994886	4.982937434628513	0.4438692976258365	0.3202846970982446	0.271057881850943	0.07133389258710288	0.0834639928866
Gene107	0	default	1	24.0	0.9472987429350245	14.86479733070481	4.959888258148816	0.448543861522571	0.3259980529720311	0.30591841074727866	0.06867511403719873	0.0807309334293
Gene108	0	default	1	24.0	1.9788629538258355	11.262574626766048	4.985728663608646	0.9797999605467768	0.975311062890505	0.2901821308923108	2.3663826898001616e-08	1.68625844879e-07
Gene109	0	default	1	24.0	1.9079962524424228	23.266721082937178	4.959832816334892	0.9820039932895268	0.9780048806871995	0.2765091621819377	1.4069953424566961e-08	1.10497016423e-07
Gene110	0	default	1	24.0	1.9662121026653294	10.762816532801505	4.999659109052977	0.9857827121995487	0.9826233149105595	0.2830403321042788	4.871642311776725e-09	4.76056251965e-08
Gene111	0	default	1	24.0	0.7373186842893461	6.338978643315405	5.010514274135496	0.3940021479658412	0.259335958624917	0.27214679333282576	0.10498321818819545	0.114485516018
Gene112	0	default	1	24.0	0.7953427480185655	17.720122254629047	4.987520940167169	0.37861160439828956	0.24052529426457603	0.2934052201282082	0.11752604556223079	0.124806420066
Gene113	0	default	1	24.0	1.3883909918972916	9.405018128411463	4.992945309248821	0.7737982839634915	0.7235312359553785	0.27757427708744553	0.001245178257844981	0.00226396046881
Gene114	0	default	1	24.0	1.9948113870008566	10.948486210219146	5.033569469199191	0.9967255626527851	0.9959979099089595	0.2810716429378583	6.5782934655089775e-12	2.04860371091e-09
Gene115	0	default	1	24.0	1.9995979701145548	22.792044305907858	4.971511250777649	0.9888735148781043	0.9864009626287941	0.2888505213044829	1.6166312732934784e-09	2.1086494869e-08
Gene116	0	default	1	24.0	1.8521126851357268	10.23245687894224	5.016633967181077	0.9293673427384335	0.9136711966803076	0.2880393381540584	6.614925432413266e-06	2.08234798502e-05
Gene117	0	default	1	24.0	2.0845981466033217	22.803588711792667	5.100130795466932	0.9922548915175896	0.9905337562992762	0.2945979823786032	3.166822359901289e-10	7.85162568571e-09
Gene118	0	default	1	24.0	0.778192693164855	6.354477874502804	5.022875154630992	0.3961613647489699	0.2619750013598521	0.2797863887254508	0.1033103983615038	0.113154872247
Gene119	0	default	1	24.0	0.7610067815978185	5.5222412606394435	5.004920094748981	0.37062884524857376	0.23076858863714567	0.29498833740952435	0.12447460457363002	0.128280252051
Gene120	0	default	1	24.0	1.3672913631643273	12.427456282742222	4.999280058037315	0.8109853516091571	0.768982096411192	0.2676640767643848	0.0005549189838292001	0.0010959558601
Gene121	0	default	1	24.0	1.2384814266275357	1.0932968324373327	5.017720532657271	0.6748987068165293	0.6026539749979802	0.2868953381345541	0.0063691890037813614	0.00978370046664
Gene122	0	default	1	24.0	0.727060527560156	17.187452168815156	5.014698198497942	0.36138687249064183	0.21947284415522883	0.2777650387264929	0.1329138652912295	0.133358393269
Gene123	0	default	1	24.0	1.027204732727364	8.261896801960155	5.020480323784953	0.5718126262658374	0.4766598765471346	0.28614205012699295	0.02199643783189431	0.0296314833838
Gene124	0	default	1	24.0	0.7526216416789568	5.15496570075781	4.913875722712774	0.3694732423301895	0.2293561850702316	0.2826905440372584	0.1255063924935731	0.128642530912
Gene125	0	default	1	24.0	1.0180981913741105	19.8092188987975	4.961139172505338	0.5124796534330334	0.40414179864037403	0.29010163915414633	0.03944276528833324	0.0498854535687
Gene126	0	default	1	24.0	1.6078999467800852	23.97118349366995	4.905134289236588	0.896794548070363	0.8738600031971102	0.27792048043694856	3.64470077970358e-05	9.39355871058e-05
Gene127	0	default	1	24.0	0.8668483259372215	7.440421601286751	4.932429852763825	0.4661999574407034	0.34757772576085966	0.2719146087545771	0.059320351854053266	0.0712846029183
Gene128	0	default	1	24.0	0.9590095256054567	20.45557210869813	5.005174727360935	0.5948344540348336	0.5047976660425744	0.2762381366227562	0.017153244670375378	0.0237032399867
Gene129	0	default	1	24.0	1.99562552939169	22.66215719931992	5.014547375366236	0.9773625135779241	0.9723319610396851	0.2895607562969732	3.951180893579931e-08	2.53823183742e-07
Gene130	0	default	1	24.0	1.206067468934455	21.155580615007025	5.057749264997527	0.7272715222159849	0.6666651938195371	0.2764329672844797	0.002889263813291354	0.00484775807599
Gene131	0	default	1	24.0	0.7394025013989715	4.7123362743295285	4.925223569527675	0.35941365237862166	0.217061130684982	0.278734411321041	0.13477196289480176	0.134996957825
Gene132	0	default	1	24.0	0.7807531392355995	16.267608512171922	4.927338033407066	0.3789166587292202	0.24089813844682462	0.29038737061390063	0.11726663504674661	0.124777633433
Gene133	0	default	1	24.0	1.6545444331697228	23.932666647572336	4.985982203714596	0.9057686628635757	0.8848283657221481	0.27802287193061864	2.4203551235890686e-05	6.57705196627e-05
Gene134	0	default	1	24.0	1.6956400686758668	12.06094828721076	5.023703659812024	0.8860889265482819	0.8607753546701222	0.28360509913579746	5.6825955934258765e-05	0.000138150622206
Gene135	0	default	1	24.0	0.9145819040339402	7.9761668348984465	4.95878157549941	0.5340356992461872	0.43048807685645096	0.2841315332057391	0.032180063946497306	0.0417200483317
Gene136	0	default	1	24.0	1.0796013307937613	13.691839499022205	4.957699593818673	0.5843470374230939	0.4919797124060036	0.30364871496033585	0.019243716992106252	0.0263012077341
Gene137	0	default	1	24.0	2.055459864120489	23.10806398724793	5.074259894557187	0.9918518501891641	0.9900411502312005	0.28763824944202604	3.9789227468389754e-10	8.97501371467e-09
Gene138	0	default	1	24.0	0.7794249053449783	6.217588936861462	4.995085113359241	0.38843348246660103	0.25252981190362345	0.293797743492677	0.10939479317117007	0.118435358901
Gene139	0	default	1	24.0	0.8615078931935154	7.376784878511856	4.984065996027516	0.4678584624212522	0.34960478740375256	0.2771250345072771	0.058495468092411906	0.0704199054082
Gene140	0	default	1	24.0	1.9758228677144132	10.746957385813833	4.938195434085803	0.9912045501157125	0.989250005696982	0.28572939988387036	5.612563747092736e-10	1.0953266251e-08
Gene141	0	default	1	24.0	1.9583513756392599	10.521931407865068	4.95893834910705	0.9673050458915214	0.9600395005340817	0.29953565680607575	2.0661568833624244e-07	1.05956763249e-06
Gene142	0	default	1	24.0	0.8104482432023176	6.307471894645199	4.94814749202973	0.3963460157081513	0.26220068586551826	0.29953279465213684	0.10316831120961845	0.1130405163
Gene143	0	default	1	24.0	1.4532290053571109	12.350641356540896	4.914883788262169	0.8295911620264227	0.7917225313656278	0.2888153771237116	0.0003481084114657085	0.000715291256436
Gene144	0	default	1	24.0	0.7578327314849774	5.954234121718928	5.030680883815743	0.38551114888106364	0.24895807085463328	0.2857016039100233	0.11176685611018966	0.120288792355
Gene145	0	default	1	24.0	1.8945856190605745	10.83253298055589	4.948798632849193	0.9941906760188931	0.9928997151342027	0.27536540537804266	8.680911545155823e-11	4.78726053508e-09
Gene146	0	default	1	24.0	2.0155372964330223	10.798079031216641	5.034153528949424	0.9910693242666895	0.9890847296592872	0.28586129148412015	6.011452446941234e-10	1.14279767084e-08
Gene147	0	default	1	24.0	0.8663370248479121	6.3807640294020445	5.039149909908105	0.3996275087726774	0.2662113996110501	0.2954471176910123	0.10066848479419255	0.110827689682
Gene148	0	default	1	24.0	1.9917164667568104	10.751501977546784	5.03403627464789	0.9856314648910675	0.9824384570890824	0.2861333818305644	5.109239031853008e-09	4.92852639729e-08
Gene149	0	default	1	24.0	1.2811840009936113	20.872269686253826	5.030594388422512	0.6717268711733637	0.5987772869896668	0.28319565576911615	0.0066536354949847665	0.0101633943406
Gene150	0	default	1	24.0	0.843776355442351	18.505656289037795	4.991051780533156	0.40177242432031446	0.26883296305816207	0.28760551671265805	0.09906013763604338	0.109539407633
Gene151	0	default	1	24.0	0.8251111183284148	18.791649931138387	4.955565529061237	0.4172629179889199	0.2877657886531243	0.2862876442467423	0.08802923896591741	0.0992437868838
Gene152	0	default	1	24.0	1.1420800932755866	8.84281036506314	5.0192723978702185	0.6706263391253322	0.5974321922642949	0.2768262070523163	0.006754604124645902	0.0102856826215
Gene153	0	default	1	24.0	0.7582603573372346	5.324444650462319	5.01738602610032	0.36811445134515375	0.22769544053296564	0.29128671044644167	0.12672809422061104	0.129134100911
Gene154	0	default	1	24.0	1.905856680031235	22.937060325822813	5.092558564994561	0.9910669216609385	0.989081793141147	0.2670046922822662	6.018734399759751e-10	1.14279767084e-08
Gene155	0	default	1	24.0	2.0136009507013073	11.610688408106217	4.9317356945101345	0.9518999949926817	0.9412111049910554	0.30546139493201035	1.1739593176463003e-06	4.59175743538e-06
Gene156	0	default	1	24.0	0.6727991819169309	4.529428187574402	4.957282797610037	0.37327107153050665	0.23399797631506358	0.2706471813222892	0.12214025875305035	0.127628274559
Gene157	0	default	1	24.0	1.3363716649345423	12.697419537812024	4.9571881363840005	0.7555778165356646	0.7012617757658122	0.2761288156425049	0.001764545198965517	0.00310558612105
Gene158	0	default	1	24.0	0.8480045490538234	19.079834192459032	5.075482370863286	0.4407003052550541	0.3164114842006216	0.29595320679993203	0.07318138429931464	0.0852746459607
Gene159	0	default	1	24.0	0.6660216826717563	4.664129087671076	5.001296143225019	0.36568921623311856	0.22473126428492263	0.2647789378414164	0.12893161616056326	0.130242373735
Gene160	0	default	1	24.0	0.9131863094730348	2.10428086971723	4.933470964069698	0.5256133444514088	0.42019408766283295	0.28289185221975915	0.03488157508754386	0.0447773749519
Gene161	0	default	1	24.0	1.9161860871478598	11.806964986742013	4.957779004737266	0.9241414884461074	0.9072840414341313	0.30369839588980735	9.120516356597719e-06	2.76379283533e-05
Gene162	0	default	1	24.0	1.2439534744875123	9.29992270573203	5.051301907330309	0.7555862529567897	0.7012720869471873	0.2640131205942636	0.0017642711446156367	0.00310558612105
