Probes	0	2	4	6	8	10	12	14	16	18	20	22
Gene41	5.0814051857671	5.83948739321935	6.77853708324961	6.69147550265482	6.67494531479305	5.7712517716173	4.71605739988831	3.88088436885846	3.11693886579627	3.08777805181746	3.22137372659217	4.24473653673064
Gene42	6.98487867805777	6.82122858822666	6.4763105073814	5.27644570056805	4.10560093277646	3.51075754188381	3.34554100761957	3.01083670794006	3.59103984640176	4.66210138087396	5.55064945138815	6.41591928047295
Gene43	5.56701380879356	4.3860521874227	3.64585311508988	2.82348065262161	3.07357686299405	3.72874301479913	4.45754860167385	5.71967517468585	6.5449415458258	6.83473010349902	6.91305409753786	6.42294659016906
Gene44	2.74127601647722	3.38190504273771	4.01255725234424	4.82262326975987	5.71902436543533	6.37961428591046	7.08873629713192	6.91607103829183	6.02207559659241	5.26577181218186	4.02356829912239	3.07373294604507
Gene45	3.53865405880064	2.85907355891737	3.09004308011083	3.87671713798456	4.46137859355263	5.34610981832174	6.25404084801868	6.81090109628884	6.77387911755964	6.47800605263482	5.38690736674164	4.38607803316084
Gene46	3.08613944151363	3.78175803692255	4.67709651262661	5.77881236032853	6.66192478617911	6.81975387763817	6.85969872091483	6.13616499734471	5.16560538598374	3.93850627725131	3.09491156119666	2.92286419420255
Gene47	3.88820748661636	3.4348140067619	3.12688575929902	3.03836045084815	3.77734095471806	4.96922463354904	6.00394129993216	6.60330096718284	6.68162253343492	6.74623936694942	5.78072718191235	5.26341252472522
Gene48	6.47961002767658	6.83628910012427	6.99054602368931	6.27331549415165	5.3484352084687	4.31068944498657	3.31588063352339	2.85780459397401	2.95188031479774	3.67830564490888	4.47622947075744	5.78943350728533
Gene49	5.26703996882001	5.98751344775496	6.70327559851788	7.10758449169367	6.81172341271988	5.6119503937171	4.85726474991349	3.84402377500302	3.04370765939279	2.818731100923	3.23727124652653	4.15052805139664
Gene50	5.32101345926529	6.2603941606278	7.14295605512846	6.99714508481708	6.53541174550389	5.92582722309535	4.71061449998636	3.70068781408694	2.75892922137912	3.04412205953725	3.37802972265862	4.48094509488086
Gene51	7.18289891824244	6.47182616748595	5.7469500674565	4.54315553281553	3.96051269231389	3.12316113893472	2.85851068456623	3.40913342365442	4.05368334427026	5.27804563759232	6.35547438843094	7.04781667115436
Gene52	3.14540354506757	3.74768415698724	4.88311869485773	5.95753703370097	6.49657003792378	7.21312490324425	7.09255695816402	6.25940011659059	5.17096098144903	4.12776329181739	3.10537316249077	3.12831866356422
Gene53	3.3665057025301	3.00476300038467	3.16637139338378	3.89973192225318	4.98612561250597	5.75693198873164	6.644547253255	6.83071638587831	6.8905624283857	5.88739521360519	5.09112680277207	3.98422686426152
Gene54	3.76985671693712	3.00562465525625	3.24409768901083	3.86271956965565	4.54686662427628	5.26187659836244	6.21165441382969	6.8454757175015	7.08787123069894	6.84521591782766	5.54618763725041	4.58975275089948
Gene55	6.82057559047913	6.61443755683156	6.0162618252463	5.19177705834731	4.03250220000615	3.21861295131059	2.95721154596958	3.55424820776009	3.76287091356168	5.12862173509407	6.14133581162398	6.94097818481694
Gene56	6.71487751996735	6.15856153677374	5.43004417501306	4.02249547438442	3.28316798125342	2.90544180762352	3.25652437241988	3.97883699871264	4.99534247382114	5.9886803714596	6.32387178589724	6.81618575002272
Gene57	4.42666860856657	3.43719165233007	3.1257806819412	3.34017329375882	3.89774689363815	4.55674715528804	5.93682608504437	6.74949452796805	6.86203909704111	6.74463082533922	6.48427863840877	5.21889870450968
Gene58	6.83336466779939	6.57492987652542	5.76727322525475	4.60280022040728	3.80766129452779	3.07981915171362	2.9156469455279	3.60458434582675	4.48883235243645	5.4536631545222	6.09967752414743	6.71181783191551
Gene59	7.0309169167841	6.50128657186331	5.53740732672525	4.63675853352956	3.62938183068898	3.01742421718727	3.03078880458538	3.51137951275843	4.32723339808472	5.35358413569558	6.2379478049811	6.97835307974771
Gene60	3.39148141820103	4.12101602737267	4.80183299232794	5.77188727909078	6.2908918362047	6.84607292292775	6.88233961818696	6.04357093423915	5.22301576643374	3.94385859230694	3.34056398544367	3.15887053597767
Gene61	4.69600435463395	5.98504270401594	6.68663738888821	6.93156360671848	6.60252291496196	6.13247207796564	5.08700054377859	4.02989948852226	3.27861360137135	3.18046032012609	3.14602046800169	3.99651345094894
Gene62	5.2107603535167	6.15264342837803	6.85865023438212	6.93586320733701	6.46315751921232	6.11210011620865	4.6331222086979	3.5804469796523	3.22629274301817	2.55673041487485	3.66759274634955	4.20151985260207
Gene63	6.64506536204579	6.92063081578089	6.5768695266483	5.88988192272565	4.62694590614726	4.07456058048659	3.65519793987766	3.01571258705207	3.24275864614809	3.76280824650293	5.11081252676195	6.21650650985268
Gene64	5.39197605058514	6.19964487991034	6.94636581027856	6.91072291076515	6.54559861819427	5.67489936236252	4.51533614879374	3.55980100204509	3.02624826100056	3.30799936647449	3.53151645487638	4.22132029167263
Gene65	2.61734083246292	3.46030416613299	4.34971561102649	5.33722675708825	6.19626061753522	6.99147848984397	7.06847281340589	6.92380337381034	5.73017215024925	4.76235210218451	4.15888327707072	3.39838175991428
Gene66	6.30070826707428	5.22812075528704	4.33912888837848	3.63041083922886	2.97602891409198	2.9999853658506	3.77035704325803	4.638902129049	5.39300983413674	6.35210825932526	6.97458540438685	6.950715514527
Gene67	4.1610519692298	3.25571298704492	2.86632532320564	3.10398392105423	3.57817026735845	4.81344175396037	6.13731568466434	6.71439901527875	6.7821350115948	6.75770845073048	6.40204070129955	5.18733074141118
Gene68	6.28793225437744	5.62098234722422	4.59021105325753	3.83845715127723	3.03507301810393	3.09220189288767	3.53045715205377	4.33530135694731	5.59276151318088	6.16674112319007	7.00248442229632	7.1177463919464
Gene69	3.18716176637379	3.42923735687244	4.72470771540965	5.75233171739318	6.4264294954129	7.00738029366827	6.70788378806548	6.34557151917492	5.56344560039224	4.28987447455738	3.51323693895338	2.90893819673924
Gene70	5.41303323296508	4.31894351748738	3.62869468471659	2.89009055239678	3.34380616856389	3.65234037387756	4.76793597677066	5.60384330388228	6.8430935713569	6.83090357647226	6.67263055509121	6.25657749256937
Gene71	6.99541355854426	6.56082915615098	6.22571609004699	5.2973783825334	4.2498874112481	3.52944895126917	2.89180039575225	3.10883210515865	3.79729868230847	4.52141913212299	6.04360007984124	6.63869683524658
Gene72	3.3933450126118	4.21880879100278	5.29588765529017	6.06989469573784	6.75788583610483	6.94547634146704	6.7242520790191	6.20515149125275	4.8592824077035	3.87920612582592	2.93762221614487	2.94750111093284
Gene73	6.77867823985884	6.57411175963148	5.77419862124343	4.6742084420812	3.44420094621016	3.25324271194917	3.16906900038713	3.36561052335894	4.33645503431241	5.24009861444201	6.2584970011124	6.66803196339569
Gene74	4.93819233315321	4.07488645524972	3.34227694681192	2.98558725601815	3.04312579985092	3.99930797723506	4.96058604832074	5.9516379967084	6.57442826352154	7.11759311068121	6.65744253827903	5.98764947934865
Gene75	3.02042811174542	3.12947880354857	3.84696364987939	4.81962707124789	5.60393835345076	6.58157777055808	6.96031752336288	6.80773309549696	6.01974032775351	5.22986664736402	4.15192966384667	3.36977671961952
Gene76	3.97779909144407	3.0187189846605	2.93311657838268	3.11205737721998	3.84216372439208	5.03899274969597	6.20184121981776	6.5913525977415	7.03123325375547	6.8009077236321	6.00952899039017	5.05553560898599
Gene77	3.11017026504803	3.49467394673094	4.16174444546095	5.07320419762301	6.02186017677408	6.52840673956042	6.96038865859936	6.53759812541977	5.89719788760454	4.759337611016	3.87185149747748	3.52733154037786
Gene78	4.84726787245584	5.84446904707404	6.55861174042306	6.87996875532325	6.8118940204986	6.50048880057703	5.49692816810111	4.15745477185374	3.7355252093794	2.99268086910986	3.29656847613518	3.90829521500294
Gene79	5.8800271872051	4.60243906700493	3.21411201122995	2.92958605347987	3.28648742462928	3.50043618895123	4.23469539176698	5.26305773142846	6.38035248307337	7.04107426456006	7.13476396195007	6.69089716550218
Gene80	3.37815688457122	4.41623263552878	5.35662446843931	6.30815427217967	6.67226554635879	7.00415073346248	6.19007046861577	5.96583567159306	4.79867389960985	3.87220881320301	3.13789009144531	3.06222052522655
Gene81	6.63367935635563	6.92994484475053	7.06017306358835	6.25871054854305	5.63736864365096	4.4161814709601	3.46103719088193	3.10708019168641	2.94309487523982	3.59988991594388	4.95681253843723	5.97793636761263
Gene82	5.00624762597496	5.9795690435504	6.77954038916145	6.95630808377086	7.03624157692119	6.06582669966773	4.69972929525093	3.99422679857265	3.01459800199805	2.99455844197658	3.29685155711472	3.69706093902103
Gene83	3.24111904092332	2.92041047769674	3.20589042223722	4.11873762634186	4.79224541835415	6.13231344723164	6.81742037116183	6.82115742253663	6.5540499148411	6.08770057393349	4.93052211141783	3.75547110266372
Gene84	5.1180053463269	6.14755734465124	6.49100917635896	7.06512756808961	6.69703056904411	6.21427792439543	5.20650257542616	4.03323581751531	3.44183672035774	2.98458867263052	3.1107162987211	3.8446158015461
Gene85	3.45796437008283	3.23284226822905	3.2354610044979	3.81157415530818	4.2631001545549	5.50907650288654	6.3031623539547	6.91143759723974	6.6485570155664	6.16393807950177	5.29500549333653	4.31581296192434
Gene86	6.39142826859796	5.63325600929382	4.30754500374951	3.33091061647561	3.15961863178697	3.31534140542725	3.57173395232444	4.80637647635364	5.51198157506643	6.37873794290305	6.77894416529733	6.90124763543355
Gene87	6.67748660236393	6.81801526844144	6.77832963011022	6.03309837574407	4.93213818581091	3.85083793026691	2.99856433286705	2.84509605478703	3.27192833890098	4.13244831980531	4.98841323905305	5.99710069991946
Gene88	3.65118907226853	4.3516614454956	5.35492389689554	6.09566143391263	6.75758769925073	6.88141012232222	6.26808376688438	5.33743727669385	4.47359593644161	3.4970509641307	3.09573589428857	3.2778389590764
Gene89	3.11296153973175	3.0501915063058	3.51616971797484	4.68568343177212	5.71520434909037	6.5623247559154	6.62051012692312	6.68040816652853	6.4802364442567	5.51361520623684	4.54275567495935	3.36225379626693
Gene90	4.74843784244847	3.80877180128208	3.23079367343722	2.96106043365013	3.43398380376642	4.23057101329533	5.23399357018235	6.25808465210757	6.89652493573599	7.28608454588576	6.52570496117288	5.88558165577916
Gene91	6.9072710044659	6.71064193638598	5.84926858194568	4.61914899066714	3.77165251097826	3.1452294086619	3.08090963083584	3.19071658445188	4.05120897600975	4.90049421845133	6.22147868974532	6.84640753954169
Gene92	4.90551370868826	4.06416547213704	3.03779314334267	2.99906773553248	3.50865279620105	4.31201396142522	5.33906363614982	6.35129413029241	6.97229643331216	6.7435084104405	6.82509183702216	5.92585036534331
Gene93	3.04985467624117	3.25924533195401	4.01198698784024	4.91718581624708	6.11842067974306	6.72762708081494	7.06122833369387	6.91296601685944	6.08972337527855	5.17582963954318	4.12109263208221	3.50174567808538
Gene94	5.41651581149399	6.36068660734611	6.93715293047971	7.16454094331168	6.43600816960631	5.42874894188904	4.48029192941824	3.8930552720458	2.81048563379917	2.92157933717734	3.70305050698175	4.56070839023548
Gene95	5.29343117548763	6.0460666298351	6.63580110426484	6.97645732063543	6.65094711441838	6.21647891708352	4.65831085488605	3.86377823377184	3.4768775029561	3.10270094783088	3.33484788219127	4.10249476336579
Gene96	6.89758503321193	5.9930619053269	5.19417611063762	3.90755379314979	3.09662066195607	3.1630477212058	3.03759416025595	3.85501560495969	4.64822788584302	5.92451202314826	6.84457096171142	6.76349213836282
Gene97	3.16364325966447	3.47798392418738	4.13012572881727	4.39043394416133	5.96777822276585	6.83154361792074	6.98801305590944	6.86058700383526	6.11962798632897	5.26619843564836	4.09273520815183	3.73238823827645
Gene98	2.82764934481827	3.13317533479974	3.88164720668361	4.94739438987056	5.75120004663363	6.96942065617292	6.84861080301063	6.90964449562374	6.16697080471166	5.13556819271713	4.23897252958923	3.42584234153043
Gene99	3.03749028024694	3.29666696352111	4.16048540606969	4.83371832751521	6.01610999924767	6.41792203252467	6.97297758892157	6.60924863423595	5.68088884160993	5.07982057214448	3.96459883184565	3.41900582886866
Gene100	5.86728507103598	6.72172597424042	6.91556139366485	6.63628583096593	5.94187912737944	4.82115632535922	3.83301540090855	2.99432636878638	3.08765661554317	3.31291363606735	3.94627075801225	5.31978092969054
Gene101	6.2361796313834	5.89413274238891	4.53886193068594	3.8506124800246	3.14721412046016	2.99652421271939	3.45124619046608	4.32146517956169	5.25949591579956	6.27148526392083	6.51754835231204	6.99466794120554
Gene102	6.67123774405052	6.95284099834794	6.4953860667905	6.05944240094238	4.65939820040011	3.66388387245164	3.28429797675492	3.09839385124789	3.33787899532067	4.15661282416249	5.0389299758786	6.13268011420548
Gene103	6.24179532860081	6.85488878645388	6.87126680680662	6.44720543171118	5.34011025870991	4.61029854350032	3.80517012988827	3.21020215311037	2.99583942265553	3.39471533664721	4.54099014326012	5.79648654583911
Gene104	7.00552486355583	6.72100835470237	6.46694284285114	5.46043451322404	4.44189846982382	3.56237798210554	3.06779797129626	3.00420660576533	3.6216238224042	4.48844260158414	5.64629221372468	6.37009890574773
Gene105	3.53696907295705	4.18935052031917	5.3674642155397	6.19867109793534	6.80467735283402	7.00106719109899	6.54827757551849	5.76825672181816	4.69038187017241	3.82340021912296	2.89436715099796	2.88235211073494
Gene106	5.07967984384577	3.85428704130421	3.46787343977207	3.2489313741895	3.12047643618947	3.92391372418088	5.27241998785806	5.88722325117991	6.50960466145809	7.16153199853282	6.34009735211758	5.9292101049138
Gene107	4.10572539624497	3.17987545157865	2.58930427820396	3.11592578994367	3.87089549088484	5.04581107376941	5.81589997372358	6.86934450997879	7.13334274558337	6.76868763484247	6.02769606699405	4.99615068603803
Gene108	2.88517887056698	3.17256030307094	3.87974902364605	5.0871121493998	6.29308216414996	6.51696791296248	7.24343589419986	6.67215362945863	5.6553971739268	5.09083520425956	4.01759631245535	3.31467532520734
Gene109	7.00859550844863	6.18404012264931	5.94971233209396	4.68083905021153	3.96131676352162	3.25162945149108	2.93815104923927	3.35064566787227	4.22144273314026	5.0622368986992	6.13866472823962	6.77071949041196
Gene110	3.16247899579215	3.93392573418412	4.75502032487354	5.85779693169523	6.74340535825507	7.02560223911803	6.73895191042658	6.04364055264863	5.05054335970123	4.35977405087504	3.54947445925724	2.77529539180886
Gene111	5.22961297817741	6.32396347962538	6.7269510214979	6.88453325034447	6.62424560819324	5.68893042288995	4.67200948172659	3.89951873050415	3.38166765353228	2.8933524567127	3.71460437345584	4.08678183296604
Gene112	4.61518377398908	3.72292182584511	2.97442163231775	2.9139996504272	3.46016750450178	4.22918380298254	5.55606892907469	6.31161208276572	6.79170775829937	7.06065660078986	6.63763487225499	5.57669284875794
Gene113	4.14728435361219	5.02158753563891	6.21209233561532	6.81676003524769	6.86254269484998	6.62253740879923	5.67802634976561	4.94210480365086	4.1102250211741	2.97285403108729	3.08616565336566	3.44316348817901
Gene114	3.11324430783297	3.83009167938082	4.60083300825546	5.66796113464356	6.43336950285755	6.95787409303249	6.90967985392099	6.56528915375147	5.36989207927134	4.39912606374108	3.48279317619511	3.07267957750745
Gene115	6.78793009345085	6.06824797443582	5.30233127092415	3.94753538553789	3.39325495923924	3.10828989631646	3.05008601403822	3.63565159058206	4.92703418269271	5.80664106635194	6.54500397976288	7.08612859599957
Gene116	3.40570915259768	4.39213512744154	5.48617857061014	6.2950743448044	6.93814202850625	7.14311968032914	6.36446581502601	5.88885212954238	4.34423586769007	3.73906348191197	3.06145180417665	3.1411796035367
Gene117	6.7945924938144	6.43335309487721	5.14472043634173	4.18686403564396	3.43838205047799	2.90422236067126	3.28139555949557	3.85540089584025	4.92751414484275	5.95357106489173	6.94364340072305	7.3379100079833
Gene118	5.33387273626405	6.12238172865381	6.91132277652537	7.10419765898672	6.29135973249943	5.89843146074578	4.92333760045056	3.77187524749798	3.23082979545456	2.93175174141864	3.4667794014828	4.2883619755922
Gene119	5.42519522858345	6.52683346896535	7.01100792010443	6.95612702259489	6.67806566529687	5.38089476064494	4.66850252840167	3.64565364472113	3.17580169296923	2.79289937331169	3.54821793249174	4.24984189890239
Gene120	3.4104013009389	3.03863895014663	3.3700071155461	3.92125222398463	4.83205451626814	6.00557658246675	6.60297865713271	6.87816161875616	6.64377395331113	6.01741853698995	4.9125822465972	4.35851499430949
Gene121	6.53297364330108	6.94287879882797	7.00882178039906	6.5201301125054	5.13121321742173	4.5425307244388	3.70183104323092	3.10636421981365	3.05864628643631	3.51923311285897	4.39182234852295	5.75620110413041
Gene122	4.48794499647813	3.65583082316951	3.20953536937533	3.13566985726462	3.37175102364503	4.84979411084152	5.30403711994699	6.20513857769275	7.07625292066891	6.90343486855834	6.45095034171929	5.52603837261487
Gene123	4.85180537710272	5.77978641853603	6.70817285711055	6.87533170177373	6.88206468546809	6.31161744474518	5.41841701096741	4.13900597744762	3.37543722766209	2.92756756843076	3.38477411634865	3.5917834998266
Gene124	5.4464976440737	6.2024355334526	6.63651358429616	6.79464864493585	6.49010260959549	5.55619531053779	4.38634396527356	3.37752352891078	3.08901577701071	2.97853369709714	3.53495654891639	4.47374182845312
Gene125	5.16395550631856	4.29490971957544	3.36136112975197	2.83612093345269	2.88445490744072	3.92259563227034	4.84281565827727	5.82461917617503	6.81811051072129	6.92118897715076	6.55379188204889	6.1097460368811
Gene126	6.65392162571246	6.82085717202354	6.52007393140567	5.71339363620939	4.51928782906645	3.48980481479116	3.08362533776832	3.10389329475541	3.61735729108734	4.13838976099396	5.16250575082432	6.03850102620103
Gene127	5.05696708446766	5.51134311281112	6.61657318253728	6.90457762074737	6.58322338426853	5.80696414560775	4.97029668141252	4.11180302355411	3.4201451923125	2.80031966558723	3.20795138277621	4.19899375708361
Gene128	5.06913176550831	4.1808393373342	3.49698405368252	2.91610542795901	3.54847070071808	3.71564525015998	4.89118278172427	5.54649075765361	6.3381191070073	7.01640574156347	6.94718574313238	6.3955360618881
Gene129	6.83497126423323	5.86961630055585	5.25250115158273	4.18893780387903	3.16802862974191	2.83589326486057	3.41129026288889	3.80938286677109	4.89124952621568	6.10882544965602	6.88279916852409	6.92107281548575
Gene130	5.43487539793918	4.6181369422408	3.78915732604821	3.14856988375319	3.21641063530928	3.73440723936331	4.31241846785503	5.28127587064766	6.53284441817309	6.96507784179829	6.94224783509647	6.71756932174582
Gene131	5.73642960867878	5.98915941224958	6.72244063782617	6.72289351529887	6.31979509676793	5.51753339175809	4.46217310562221	3.41118700924939	2.8815724594927	3.17728744108512	3.4084028185953	4.75380833770796
Gene132	4.37084842222875	3.30908918336756	2.95516093044086	3.03244148549901	3.62638219662174	4.48260106174935	5.62837778922206	6.56395724312951	6.80520637428774	6.74925060615671	6.40304712894451	5.201693979237
Gene133	7.00522268513107	6.79824332181265	6.35733064309252	5.69577816374678	4.78505100802375	3.69578195909386	3.09229362684407	3.05787409429324	3.42007500104893	4.42685534696227	5.31475419189087	6.18252640263514
Gene134	3.2582549026668	2.95012243190982	3.5407779811058	4.31384779444391	5.28485170768168	6.30877264582698	6.88254685674609	7.03231784088765	6.56508133949404	5.85409440530364	4.60891303948935	3.68486297218852
Gene135	5.01823022642806	5.90073034533842	6.56530574492323	6.83882969439166	6.7144267587929	5.98291352340374	5.37238665088019	3.99905432894614	3.29319990974905	2.90895710457294	3.23504673226701	3.67629788629958
Gene136	3.51581698422382	3.01011705234924	2.90325681644277	3.24643510130937	4.14525860581387	5.19311547038482	6.32644356811623	7.00412476038438	6.94051764866355	6.65305554157157	5.71689352933411	4.83736004723035
Gene137	6.95795717072388	6.60030959125355	5.82618930154123	4.55642042427711	3.54543888333752	3.08233719324058	3.14039653804568	3.77345197333217	4.3542713884302	5.42085591313473	6.3668683432673	7.2666220141023
Gene138	5.37505505540206	6.15509193899751	6.98894688152364	7.10453227209397	6.7264009664575	5.61063673356875	4.73945007918525	3.58553399972041	3.08598434586824	3.07375756103554	3.58512500284966	3.91050652360836
