CycID	Sample169	Sample170	Sample171	Sample172	Sample173	Sample174	Sample175	Sample176	Sample177	Sample178	Sample179	Sample180
39	6.81875394167256	5.94411545386364	4.77058579008354	4.24237012706895	3.2165118280495	2.73765545475308	3.48342259658363	4.15132361223657	4.72227982406367	5.81875427634443	6.54328082660221	6.98269532619602
40	4.97958160639681	3.98887815971109	3.29609700424562	2.95933984135403	3.24900509436778	4.01122992578899	4.95649608520515	6.10532935116921	6.85362349674574	6.87380589136614	6.63233461049023	6.05447071494982
41	4.55873481017544	3.59247380087422	3.20750067809252	3.26565955554074	3.21032402356894	4.28257148772063	5.42829645955067	6.17470826755983	6.8952510487114	6.87801690673552	6.50864863056508	5.58613772595892
42	3.41865810496353	3.03239085200568	3.03291479118506	3.90314811306945	4.74065440457181	5.91757170845779	6.62824905576212	6.74617865311617	6.7955178193648	6.02983476089075	5.14412529787428	3.96792577231649
43	6.76952008575042	6.70094790907784	6.08025910135628	5.13607050223148	3.84357538827077	3.47369720995742	2.93793022753691	3.38331506299887	3.87093537589238	4.90111515067174	5.96395888466818	6.54522586334359
44	6.51573615553185	6.87393246996841	6.59847752557231	6.25024164668281	5.2044627872712	4.31776105949599	3.3884081637486	3.18546181855089	3.26658580550718	3.9427789582581	4.67547760023515	5.84513490505278
45	3.24672790068886	3.6351421633727	4.81147320461438	5.90320087123166	6.38216194039883	7.00941832379125	6.9012229640867	6.29603610027096	5.02814141009136	4.2589592475304	3.50864002172713	3.19737029569401
46	4.2756719889134	5.24641887854937	6.3586014364205	6.72801251674033	6.9840622031489	6.4981236133171	5.41297422960498	4.68045572786821	3.78750906627763	3.14417849811619	2.99039650160935	3.48964327757239
47	6.82288055241462	6.14892541180422	4.67760383432636	4.40682929745268	3.05409747755318	2.71578650671957	3.21489457285114	4.12593391681151	5.23395275442095	6.20720513691372	6.80602753475632	7.06329921167253
48	6.24693833599012	5.12473165352023	4.32775067361912	3.51268998323014	3.02391014040797	3.16754330170912	3.81681355105587	4.58343538831303	5.68331936388237	6.34623339348526	7.02449239409697	6.95567417442887
49	5.6602715799951	6.50960202293489	6.8660758889778	6.67228270159473	5.72139492847338	4.8455832374277	4.12728578575633	3.37631041803833	3.02573431896605	3.34876755714381	3.89252658676416	4.8941082041251
50	6.75179279268153	5.82306620770159	5.13120251486359	3.79917260299721	3.35610957511026	2.79997152484681	3.3096053946948	4.0781741983682	4.96390866957808	6.23060877014187	6.64541736040649	6.97551723090005
51	5.18533924603156	4.29801684126948	3.51175557653701	3.24517575776666	3.09460425919075	3.71825932190615	4.87594013320951	5.83735466558933	6.80025290806176	7.01683416128513	6.84029022089907	6.19501410283621
52	4.00608650455751	3.31373789579434	2.89813056654295	3.10686232018396	3.73058709468511	4.8766354275303	5.75545798247689	6.68907380021249	6.88331304665785	6.70695467042508	6.18798042059451	4.96376037510287
53	6.77274422403061	6.86766097728908	5.73018347271777	4.66708470384587	4.0455879184752	3.20736707102022	3.05100947247084	3.42601628838004	4.3035860230883	5.05837004484242	5.96981995480609	6.88656497649682
54	6.18213660429518	5.14482017918038	4.37957453027976	3.16919710885089	3.13703706072885	3.06132620880898	3.94473332264286	4.53724744218026	5.75410809854738	6.48001210636576	7.21067766813481	6.56763373356479
55	7.12087322636088	6.49661659639659	5.37527402645689	4.36589241151118	3.43133019064381	2.75845019244573	2.96082361747563	3.8196685150734	4.40738812760042	5.81549554387253	6.66040602858148	7.00644634125028
56	3.07699850298552	3.02742799910139	3.46039100959811	4.12380082369085	5.06555711362192	6.1631376087809	6.74212666754477	6.90062850953288	6.68662565248855	6.16587195093757	5.07314412221675	4.19338122876902
57	5.6526878399876	6.6601975116581	7.10756167344708	6.79351210067998	6.31764915813192	5.14415335740671	4.4863826586162	3.49985442448526	2.98606348206367	3.41424254896437	3.73387403076203	4.89797818312639
58	3.4818721271699	4.37628371060659	5.21420113452065	6.16894922825712	6.98582664909624	6.82560961964099	6.52919974425873	5.76692898592547	4.88770957114081	3.63494726320627	3.31538368211741	3.13123885483286
59	5.17980865590273	5.99161776978771	7.00559323868836	7.05637182750977	6.43674347346971	5.85002743981801	4.96238829427694	3.81230572717939	3.06631473898692	3.17563028916912	3.3802648183452	3.91801199587071
60	3.5409273408404	4.60365561906158	5.5020286727259	6.44169050070816	7.0083970705372	7.15208057141746	6.42760560827632	5.53271008959989	4.31944628766026	3.5214330905175	2.92679172805481	2.96665542474385
61	3.46472202087267	4.15311977032197	5.55969877139738	5.92287886785177	6.79672859432678	6.9974367886809	6.5400897717834	5.65519997189856	4.98292719580398	3.62380602892076	3.06340487679271	2.70032841590705
62	3.07261862088371	3.16690751515746	3.94411408034525	4.74308858881838	5.59443879728772	6.81558493289207	6.70984944038844	6.68492612236488	6.0104814882904	5.2850277855573	4.07238919340508	3.46438615719348
63	5.4737339542198	6.23974390111686	6.95893695482411	6.81719571680275	6.30821812873757	5.88624214569924	4.53439781034248	3.61644706488154	3.1762150020075	3.28178202497932	3.4254284681958	4.35590969651173
64	6.47301753328342	6.82345885843898	6.77798082319756	6.13116456505891	5.21417030341776	4.28526850062535	3.35645546517374	3.12785959165559	3.13895298809411	3.91521578758708	4.49378216810284	5.7842204237117
65	3.74323231499213	4.76124627279069	5.63490535957301	6.39777079313998	6.8774872360204	6.93367606177594	6.41161481012717	5.15009690822661	4.37771766726442	3.34808471069427	2.91512364370451	3.06760450815339
66	7.03208924399025	6.61889993110623	6.25743808909034	5.37232493988614	4.51949525091149	3.36955269376278	3.35257888812323	2.9757023368189	3.7459277644563	4.63242748391074	5.67435029005616	6.31708888354372
67	5.32873780910554	4.28155682001643	3.61810990611051	2.95920660171422	3.00945475264448	3.7730559011923	4.56537444459133	5.74406417764855	6.53305379319008	7.01570518800442	6.83740508821061	6.08676886529751
68	7.01069480082864	6.22170458624775	5.12697104860137	4.04179171311215	3.35658941378447	2.85280258973054	3.14935961292069	4.35969933913635	5.09208857674075	5.86280267690759	6.44850115908559	6.71910508421142
69	6.99225093410319	7.03605493113735	6.25824634127706	5.47772983090991	4.47696577125874	3.43939193074916	3.0580938361294	2.72611748199302	3.64564071400499	4.75843294303785	5.31183989534166	6.51429398740387
70	5.31825622114855	4.05751303865214	3.39183164422214	3.15299815162655	3.31369631308457	3.60829717060658	5.00407469913746	5.95213754628697	6.84511345774285	7.09510357503341	6.70097437716541	6.16422912346881
71	4.82117600561991	5.381426103345	6.53582441171211	7.21386079973749	6.77532340872156	6.36260737411091	5.27730288118189	4.33590962364587	3.40020278172997	2.86513185069517	3.34468727345336	3.8233010961684
72	4.79879899000674	6.043915378488	6.90765120510459	6.86091185593146	6.96409088104038	5.91586768909202	5.20890152325879	4.14679962270484	3.23057820645807	3.12444071169843	3.15293741794784	3.70671796237159
73	7.08380050465473	6.41332763453315	5.32300641900686	4.54122040636805	3.42026922616884	2.85453978942872	3.16511153208379	3.47566184526812	4.62130705697481	5.61733034142377	6.40838056187395	6.82842186994088
74	6.19029608945052	5.08699909181645	4.16578551165285	3.40738534639094	3.21208645525692	3.2783291769759	3.98051276760309	4.90397157472149	5.56637910989297	6.61293417499687	6.99059822778509	6.79158888733722
75	6.62982613728421	6.91397368624719	6.63740680046117	6.23335329203648	5.86391493386132	4.59137205023748	3.64308813355941	2.97939903338623	3.07532432332097	3.72994742345239	4.61004249639932	5.63870210620731
76	3.07604387828608	2.96325204606156	3.07143636869398	3.95374494648176	4.83556087544542	5.74828047512924	6.65457994553874	6.97454377203018	6.56747315490799	6.17754273244342	5.24747443184929	4.07266440433981
77	5.59361132765096	4.69225723628555	3.74879296194312	3.209416669187	3.14998385895462	3.51830200670617	4.18561051056997	5.17626689922103	6.07323911224872	6.95082672750456	6.77221132387746	6.57578304000056
78	4.13981032315072	3.44780888050763	3.05008447190231	3.50712471074327	3.67594170249807	4.67837302422442	5.75892480160698	6.54282793026757	7.04805492234772	6.64291879733335	6.21230756923632	5.14060059653877
79	3.1436320784948	3.52061385764467	4.71842474182631	5.56375378376237	6.53366699541144	7.07623755147136	6.84169209261463	6.30236242275317	5.56210445114829	4.14727901426443	3.3365900477402	3.05131763217405
80	3.21437554148769	4.21638867879098	5.17046525123774	6.31896101863632	6.71763562154756	7.15262819380292	6.40292701454511	5.51393698170266	4.62766728183531	3.85687279316701	3.30723057758934	3.20818578000753
81	6.03536481334084	5.14998592422563	3.7637320055835	3.32469841266443	3.00514940705004	3.25158901177245	4.32864899768949	4.83074759301462	5.96873171669444	6.59091876271253	7.0157665032232	6.63727417834957
82	4.66116293115641	5.54184631154328	6.19870080025062	7.004434759236	6.65487772037969	6.39518089068971	5.5675950897225	4.59220661369335	3.6538078885366	3.12286691158523	3.26787746818816	3.72032189786471
83	4.35213708852248	3.3644551142073	2.9476149957222	3.27906606142282	3.56782371675318	4.54652510117224	5.50829106185458	6.3023258411604	7.00663758418016	6.77440617998547	6.42692264417534	5.3201899195591
84	7.14862748575165	7.02879268931825	6.39415862675734	5.1823996472495	3.95866756326623	3.42106109718851	2.91353022074062	3.20006026669744	3.64778958877473	4.70162119621715	5.84769742510008	6.54008351172288
85	5.63484108981639	6.48451111384316	6.53399248879252	7.00396130288278	6.20304656758241	5.44041980626123	3.98532158266913	3.6305915425561	3.06575919175672	3.29229383632971	3.7360907186131	4.79896105174661
86	5.87066852818649	4.83292317659211	3.89041268219846	3.2352092127814	3.09033203067885	3.1285390420187	3.99653186728051	4.8929452628825	6.01450971206827	6.93253562031526	6.88354309588355	6.77579284171834
87	4.84045588986798	3.71673972488022	3.12843334427433	2.88410629448161	3.57209257299652	4.22573460615291	5.12007159245198	6.05180702890738	6.97980994407633	7.07767222346405	6.71106642436316	5.80352134014224
88	6.35227458618471	7.0408313878092	6.65623589739264	6.09987693361922	5.2577475228105	4.18746949432706	3.41714135030204	3.1604847432441	3.17325254076788	3.63032979828727	4.95697620065755	5.84996340098844
89	3.84190047861382	4.54250867501031	5.92699906499681	6.65275079234297	7.02206367639784	7.06552887053733	6.22028116434526	5.47395434119881	4.31759432834139	3.45927366643579	3.06755481127791	3.4577046412087
90	6.91114231126405	6.90875835126476	6.10382717473775	5.17592353158179	4.05608895264865	3.26826006154713	3.12131581283944	3.50486427131471	3.93379023591275	4.95729920145356	6.22492023966465	6.87482211194417
91	5.13757627979195	6.40847750764302	6.838160498088	6.92122065938211	6.59386367665369	5.65013898360655	4.65264878643466	3.77604004521179	3.42703386793967	2.97221499029785	3.21942497955089	3.85675779058782
92	6.31067937946627	6.65215069425199	6.85187550576057	6.54117910642494	5.80858993017661	4.89914732288987	3.88284735988651	2.89214062841663	3.05653105266156	3.57532761347733	4.16519075008032	5.36065889067828
93	7.07910415059109	6.87502881642587	6.47799579230644	5.51508494988816	4.57147710857938	3.78561553573802	3.22259188798848	2.99166281968584	3.89988064635544	4.57079192271116	5.59500645249612	6.40962851005994
94	6.93295589636577	6.66840320467544	5.74144612431085	4.87472471742895	3.66743115044649	3.16787140114036	2.99339719963562	3.16526251668525	4.18924556232152	5.00592713435095	6.23636342213313	6.83245152734574
95	5.22877400030501	6.33601440732575	6.75234443449612	6.76781755976962	6.6129291522241	5.80909942134705	4.85770416650518	3.78483888326151	3.23387316881189	3.11140478955108	3.31995650357701	4.09502766880383
96	4.82480777945364	4.08601184160712	3.20549214287733	2.86170130336235	3.25251807280523	4.2338492163987	5.42677769870544	6.1818887456308	6.86420563092638	7.10345298383649	6.63643844657839	5.64407127598474
97	3.04714427579635	2.99987431528336	3.69184274664926	4.52607489689677	5.74424440510257	6.35727380536596	6.88010072665716	6.93662419504803	6.28365027555691	5.2539094258919	4.28564848858628	3.17273389329866
98	6.75641712934078	6.84912979485504	6.65395033297211	6.04741659681918	4.9605448531981	3.96709281463269	3.00778301404266	2.68254188191534	3.29104770122	4.18165815578074	5.05132827767868	6.00314126047252
99	5.60496391154103	4.64859217688569	3.82321454755611	3.04897376858296	3.13184725173509	3.50859062078321	4.43783063715255	5.57463112312151	6.20375307730653	6.51862788069952	7.23733973666362	6.51157259414724
100	3.73264259801935	2.91525234487777	2.90024249233236	3.55820852605175	4.44280147859311	5.51532173148094	6.3442252880812	6.97569219395429	6.92186873588137	6.58250193850492	5.81311269343599	4.40801742389065
101	6.49304242444748	7.21658686930743	6.71556566640948	6.44847964891915	5.41433550425586	4.21176506312659	3.46768422134965	3.24184074067254	3.09545582873374	3.91658226322109	4.68166210049451	5.80572215862962
102	2.99410003312057	3.14926641358254	3.65931543046639	4.92287742156766	5.41632520259452	6.2740295044945	7.0294744688493	6.93540599867398	6.16280780411756	5.21240582908384	4.39083197131436	3.42025829646327
103	6.31640970190521	7.08009910646911	6.89437060422554	6.4967387877564	5.44208258152825	4.66904534286384	4.02582045266699	3.2390168812676	2.76272236993203	3.67207145922945	4.59245455479585	5.62511120261834
104	3.85872078736351	4.88030895192855	5.8653989379308	6.38030046261171	6.9812029841159	6.71378823313625	5.89016787565955	5.00521944118214	4.15290714104257	2.99417347448437	2.91607207068838	3.1843396169087
105	5.48295805173036	4.48229651408315	3.49437258856589	3.12226227028561	3.31051183085792	3.69916259691917	4.38168991894639	5.44703914761142	6.43658167313043	6.80183869531292	6.92288508236512	6.48946213436348
106	3.31023424473465	3.17307490748797	3.31282800910563	4.44562637909078	5.14983680371175	5.79980001661694	6.8426084195515	6.84760879135251	6.90326844946965	5.88206663086219	4.95251192184589	3.60972384787738
107	3.16130512747445	3.38159486294486	3.92030835199477	4.99835232735631	6.02818651631778	6.62198500242364	7.06228299158488	6.82891214472639	5.79153837421443	4.85252140372685	4.07704679029182	3.37176413175347
108	4.68927730960924	5.71832280258817	6.72670159124597	6.81432316690764	7.12861087616207	6.47838308649225	5.33511780437634	4.5357415361128	3.60884745620759	2.83052579786323	3.0579125316984	3.73425093671143
109	6.77886821085515	6.49472423414783	5.25588721408474	4.1562756081923	3.3266578845196	3.0138800128446	3.39892168884623	4.10189181876438	4.75349767935527	5.93250787650693	6.66828796932199	7.11244853602074
110	4.4226953736843	3.22369658042334	3.31856536341743	2.98680470727278	3.47792391906623	4.31924816947233	5.72875673989578	6.14885326661869	6.8405308795978	6.72655578862451	6.14520879821639	5.40112248218236
111	3.25929400689187	3.8344238956886	4.75718285634234	5.91747368102764	6.65543206594935	7.13215052286714	6.85349526894786	5.89795115419623	4.69048231888091	4.13281436296934	3.33716853686666	2.88286881537449
112	3.31802196581074	3.08033956072829	3.78421299825042	4.60682755896662	5.66892001291004	6.22531711312566	6.66801436733245	7.10449767980113	6.60472772671705	5.5454448229812	4.32652915454431	3.44937558182086
113	3.04542901647471	3.30936518196569	3.77218701612877	4.65406391695165	6.08650809664374	6.96074927946313	7.14108123354195	6.91512909669149	6.23387990086943	5.31024314284446	3.98757668555206	3.54879422285764
114	6.46073076654653	6.9903019360834	6.90914336468555	6.62969632509933	5.47327582971731	4.50569026725769	3.59136251932127	3.41884537394831	3.28848568846292	3.32159510596911	4.31078432520572	5.12161542056042
115	6.88772219241258	6.92531430033299	6.16576733741143	5.39602403362926	4.30667537748371	3.36553031235879	3.03211011238948	3.19916842795323	3.56483169537165	4.25745910692544	5.56351698010388	6.39357450067672
116	3.15395759736496	3.05585570477723	3.73982856500119	4.2196721675858	5.19098882940172	6.28340277868909	6.82012809261947	6.83915652091715	6.64402307325464	5.63003588427538	4.64580136584627	3.73250390569755
117	4.2171379969269	5.03273532055972	5.83199561461727	6.85594610783341	6.93907743367855	6.96032938055035	6.03786867384311	4.59810437146014	4.07951998260804	3.21613925756603	3.00631232780527	3.40195116341197
118	3.31769947611887	2.98954727233967	3.45133820406839	3.93348552134941	5.29668407810386	6.01454864016425	6.6703422531687	7.22336816700616	6.5825344107324	6.0524643264511	4.92600772406858	4.10412462088663
119	4.52848234798775	3.35513754827403	3.05047620380309	3.41918286167777	3.8735293116016	4.7979823652869	5.44857055847463	6.23161656052569	6.83965577762044	6.82309853467926	6.35856484266106	5.4312660861112
120	4.32707740024231	5.36314887897322	6.16080485558412	6.86962592220045	6.9216221697455	6.47963421709623	5.91286568969388	4.68174575151612	3.84271644114013	3.1975093407066	3.17763483801561	3.18652655412916
121	3.56034941210685	4.47172164712699	5.37300896826225	6.57588437782601	6.72557258839475	6.96752067166877	6.20797346868974	5.28532605693288	4.29806006554009	3.77213406857986	3.14822639329181	3.01302037733035
122	3.51959261411208	3.12477004833624	3.25191793636049	3.87737797265322	5.07354146158645	5.64251568070549	6.64395642906116	7.0951489265384	6.61474187318196	5.94806529877172	5.45681060103279	4.36775511670307
123	6.24254391892563	5.18408669839133	4.36116097655495	3.29449228211455	3.18044960468762	3.19590489738154	3.72384054354957	4.96424393858196	5.91492502469054	6.59989385590503	6.81089406866145	6.83134629005358
124	3.09479258101973	3.11649089282953	3.25600334544198	4.16542549107269	5.25940097608329	6.02199156182205	7.0065260683876	7.00845410122393	6.89924152322186	5.7909902086693	4.80818416915164	3.72125694804921
125	6.51613022122185	5.87643972373733	4.86578965767721	3.4269132532453	3.17816566460409	3.07066716589744	3.34290026102163	3.97817867273337	5.38467193498916	6.15740602952254	6.83973178938759	7.18761278748814
126	5.9499978822804	6.65959892414374	6.92921901824448	6.6828379976742	6.02002409318216	5.04771378760788	3.98567072230586	3.3740274535151	3.12387975356091	3.38056662669634	3.98699998287148	4.84485987858877
127	3.94991730784723	5.14111129790045	5.85780817633652	6.81835693186668	6.89137938739245	6.69510978434095	6.10181483338305	5.23208911490856	4.0955012316155	3.27553732387054	3.08196832855704	3.3167424867481
128	6.41659880980579	5.7903542025498	4.48299107689652	4.00744439177303	3.27011332387471	3.3315379617739	3.54158832528797	4.48544739237575	5.40177915089581	6.3764606579475	6.86526518203575	6.9250212497896
129	3.17554548768549	3.1676263653073	3.33273946539058	4.43580091917512	5.4498554655455	6.57467950360644	7.15298029664376	7.0577648593237	6.56482209166959	5.65654351882331	4.62728438203704	3.35197712153891
130	4.59455612451618	5.64383611805972	6.6562171545868	7.1941357396173	6.88989707764174	6.28103748142132	5.37524668403177	4.31895580503386	3.20854140677975	2.96621822520435	3.20755082483384	3.41720846068448
131	4.06763189699583	4.91409357283632	5.74743964413934	6.65839113968441	7.17443554072439	7.02933780372825	5.85228978916741	4.97854491498792	4.20303702178441	3.06260924194336	2.87326635104981	2.87814395583116
132	4.08883660684066	3.37028254015627	2.92955654050447	3.38497816378094	3.8537574962308	4.66559929150481	5.83545981441135	6.61556718308402	7.16403039490609	6.77173668235889	6.33197416090794	5.31468450761568
133	5.23994308495777	6.07258320964986	6.8582166022232	6.77722604362388	6.54613824350397	5.80848288272924	4.77775769246826	3.78221567017473	3.26046125172999	2.86822189843987	3.2347612375308	4.13913213171728
134	3.15224283436433	3.04258389750123	3.42799000734231	4.25410067184017	5.41798172976448	6.37668382449315	6.86308246960481	6.71462833063724	6.57773291274118	5.46083846427558	4.61694232766905	3.67913393873495
135	6.97164929110074	6.16863744582982	5.09929565271386	3.9436217957593	3.08596474218066	3.01484493197169	3.33912204177626	4.10068845609793	4.79730055679097	5.6696465773252	6.83497310215453	6.83499560760498
136	4.57347340480926	3.33737073498277	3.00222412381471	3.11909214486213	3.18934638583636	4.33360183055289	5.49220982611496	6.54685387502843	6.90831237400352	6.80692268394791	6.54051888932012	5.40801301106436
137	3.50653393829522	2.9779514733856	2.96966979474062	3.94201394895819	4.91234896155253	5.80312252545454	6.46748865520207	7.0734730398257	6.65375407545966	6.21703804612503	5.49507867681094	4.10563395277761
138	5.890508704791	4.87845155506352	3.96467123538172	3.19296262396069	2.88618440027511	3.35946067835553	4.26197778380177	5.12098108039082	6.2373572831143	6.65566278997267	6.58184967881103	6.71949941599503
139	6.70272479799818	5.73124924027151	4.91004163303774	3.86753274425302	3.10041295906531	3.03300144782319	3.11812780425626	4.09844376385824	5.26657241829796	6.24632300038713	6.82127282394408	6.91811217943254
140	5.6110863520994	6.52285103050926	6.83470002595507	6.87764781345248	6.3280496181079	5.10691755067845	3.84693134933821	3.49611164666388	2.83981320757848	3.13498961439465	3.65578664434934	4.83261413976004
141	3.89133015200212	4.48351516670764	6.01304832844275	6.80728331105292	6.83165115375482	6.6603015351282	6.06796539250869	5.08403591721229	4.371662060899	3.22841730040472	2.77706142727209	3.38513438896479
